#lambda/nm	DC	C1
663.275	25967.2	26123.6
663.695	25587.4	25782.8
664.094	25336.6	25463.8
664.514	24962	25144
664.934	24699.6	24860.8
665.333	24369	24481.8
665.753	24084	24158.8
666.152	23814.6	23855.8
666.572	23385.4	23544.4
666.993	23165	23254
667.392	22824.6	22897.4
667.812	22617	22756.4
668.212	22323.2	22440.2
668.632	22017.2	22164
669.053	21764.8	21898.4
669.453	21505.2	21602
669.874	21190	21390
670.273	20916.6	21017.2
670.694	20651.4	20714.2
671.116	20342.8	20498.6
671.515	20074.6	20270
671.937	19790.6	19944.6
672.337	19567.6	19671.8
672.758	19305.8	19341.2
673.158	19063	19141.8
673.58	18779.2	18896
673.98	18583.6	18662.8
674.402	18332	18428.8
674.824	18125.2	18193.2
675.224	17912.4	17953.8
675.646	17663.6	17775.4
676.047	17427.8	17543.6
676.469	17222.4	17349.2
676.869	17086.6	17167
677.292	16858.4	16924.8
677.693	16662.6	16760
678.115	16445.8	16517.2
678.516	16325.2	16406
678.939	16126.4	16198.8
679.34	15932.6	16044.6
679.762	15743.8	15832
680.164	15577.2	15683.4
680.586	15446.2	15450.4
680.988	15252.2	15385.6
681.411	15106.6	15170
681.812	14926.4	15061.6
682.236	14777	14884.2
682.637	14640.8	14701.4
683.061	14470.6	14544
683.462	14399	14420.4
683.864	14228.2	14286.4
684.288	14065.2	14155
684.69	14002.4	14041.2
685.114	13835	13918
685.516	13742.8	13731
685.94	13555	13663.2
686.342	13437.8	13537
686.766	13291	13379
687.168	13201.4	13263.6
687.571	13154.2	13183
687.995	13040.8	13069.2
688.398	12852.6	12945
688.822	12777.6	12782
689.225	12657.2	12702.8
689.628	12506.4	12613.4
690.052	12410.2	12487.8
690.456	12313	12399.8
690.88	12158.8	12258.8
691.284	12086.6	12144.2
691.687	11983.4	12065.4
692.112	11926.8	11965
692.515	11750.8	11817.4
692.919	11720	11756.4
693.344	11580.8	11662.2
693.747	11477.4	11532
694.173	11342.6	11431.4
694.577	11251.8	11329.8
694.98	11232	11218.6
695.406	11064.2	11113
695.81	10985	11005.2
696.214	10824.6	10923.8
696.64	10788.8	10800.4
697.044	10621.8	10714.4
697.448	10545	10629.8
697.874	10413.2	10462.4
698.279	10302.8	10349.6
698.684	10152.6	10279.6
699.11	10084.8	10148.8
699.514	9950.4	10036.6
699.919	9863.8	9952.2
700.324	9759.4	9815
700.75	9642.2	9713.6
701.156	9548.6	9660.6
701.561	9483.8	9548.8
701.987	9365.8	9412.2
702.393	9270.6	9372.8
702.798	9147.8	9148.8
703.203	9021.6	9098.2
703.63	8897.4	8995.2
704.036	8853.2	8901.6
704.442	8720.8	8804.2
704.847	8608.8	8692.6
705.274	8540.2	8596.4
705.68	8452.4	8516
706.086	8328.4	8406.4
706.492	8249.2	8288
706.92	8138.2	8195.4
707.326	8055.8	8110
707.732	7956	8006.4
708.139	7855	7928.2
708.545	7746.2	7790
708.973	7685.2	7765.2
709.38	7572	7659.2
709.786	7472.2	7558.6
710.193	7398.6	7487
710.6	7343.6	7370.2
711.028	7204.4	7250
711.435	7156.8	7160.2
711.842	7061.8	7074.4
712.249	6971.2	7043.6
712.656	6887.6	6935.4
713.064	6793.4	6875.4
713.492	6722	6799.6
713.9	6687.6	6717.2
714.307	6567.2	6632.6
714.715	6484.2	6543.8
715.123	6443.6	6487
715.53	6356.8	6420.4
715.938	6228.4	6325.4
716.367	6185.8	6254
716.775	6117.8	6162
717.184	6053.2	6074
717.592	6003.8	6019.6
718	5919.2	5958
718.408	5918.8	5943.6
718.816	5809.6	5855.2
719.225	5699.6	5731.6
719.633	5703.4	5726.8
720.042	5581.6	5619.6
720.472	5523.2	5590
720.881	5449.2	5493.2
721.29	5395.8	5459.2
721.699	5290.8	5352.8
722.108	5240	5304.6
722.517	5189.8	5244
722.926	5136.4	5154.2
723.335	5061	5136.2
723.744	4983.2	5051.2
724.154	4930	4939.6
724.563	4852.8	4900.2
724.973	4815.4	4849.6
725.382	4745.4	4824.2
725.792	4713.6	4723.6
726.202	4628.4	4711.8
726.612	4595.4	4617.8
727.022	4520.2	4590
727.432	4453.8	4465.2
779.813	4410.2	4435
780.223	4371	4418.6
780.634	4322.4	4322.6
781.044	4255.2	4280.8
781.454	4198.6	4201.8
781.865	4127	4161.6
782.276	4094.6	4095.2
782.686	4026	4063
783.097	3963	3999.2
783.508	3917.8	3970.8
783.919	3839.2	3900.8
784.33	3819	3848.6
784.741	3751.4	3827
785.152	3687.4	3732.4
785.563	3663	3678.4
785.974	3613.4	3639.4
786.386	3594.4	3627.2
786.776	3534.8	3537.8
787.188	3480	3505.2
787.599	3442.8	3451.2
788.011	3389.2	3432.2
788.423	3355.6	3417.4
788.835	3279	3332.8
789.247	3258.2	3280.4
789.659	3195.8	3241.6
790.071	3166.2	3198
790.483	3170.2	3183.8
790.874	3074.8	3125.2
791.286	3070.8	3079.6
791.699	3019.2	3036
792.111	2980.8	2986
792.524	2935.6	2970
792.937	2906	2904.4
793.349	2845.6	2897
793.741	2833	2860.2
794.154	2759.2	2811
794.567	2777.4	2790.4
794.98	2719.6	2764
795.393	2668.2	2701.4
795.785	2687.4	2682.8
796.198	2621	2624.6
796.612	2608	2611.6
797.026	2563.6	2593
797.439	2534.4	2536.8
797.831	2494.6	2535.2
798.245	2454.2	2480.6
798.659	2430	2461.4
799.073	2404.6	2429.6
799.487	2387.6	2405.4
799.88	2364.2	2366.6
800.294	2319.2	2341
800.708	2293.8	2314.6
801.123	2265.6	2289.4
801.516	2266.8	2277.4
801.93	2207	2232.6
802.345	2194.2	2212.8
802.76	2149.4	2186.6
803.153	2142	2163.8
803.568	2120.4	2139
803.983	2103.8	2109.2
804.377	2061.8	2061.4
804.792	2026	2044.2
805.207	2014.6	1993.2
805.601	1983.4	2010.8
806.016	1991.8	2011.6
806.432	1922.8	1956.6
806.826	1960	1971
807.242	1902.4	1935.8
807.658	1883.8	1909.2
808.052	1857.2	1878.6
808.468	1847.8	1879.2
808.884	1811.2	1840.2
809.279	1800.4	1824.8
809.695	1798.6	1826.8
810.111	1792	1804.8
810.506	1752	1767
810.922	1750.4	1747
811.339	1712.8	1724.8
811.734	1709.8	1729
812.151	1671.8	1688.8
812.546	1660.8	1681
812.963	1655.6	1654.2
813.38	1639.8	1642.4
813.776	1607.2	1625.8
814.193	1616	1626.2
814.589	1576.4	1591.4
815.006	1567.4	1583.6
815.402	1541	1563.2
815.82	1537	1550.8
816.237	1524.6	1539.6
816.633	1491.4	1499.4
817.051	1483.8	1491.4
817.448	1465	1481
817.866	1448.4	1456
818.262	1464.4	1479.2
818.68	1419.2	1444.2
819.077	1410.2	1440.4
819.495	1397.4	1406.6
819.892	1422	1416
820.311	1384	1381
820.708	1352.6	1373.2
821.127	1344.4	1354.4
821.524	1346	1366.8
821.943	1329	1325.6
822.34	1315.2	1361.4
822.759	1292.2	1311.6
823.157	1291.8	1314.2
823.576	1289.2	1316.4
823.974	1293.6	1286.8
824.393	1347.4	1368
824.791	1251.2	1273.6
825.189	1235.6	1240
825.609	1233.8	1241.2
826.007	1219	1230.4
826.427	1215.2	1225
826.826	1205.6	1214.4
827.246	1179.6	1198.6
827.644	1165.2	1191
828.043	1181.6	1189
828.463	1166.4	1165
828.862	1163.8	1165.2
829.261	1154.8	1153.2
829.682	1118.6	1138.8
830.081	1144.2	1150.6
830.502	1121.2	1129.6
830.901	1120	1123.2
831.301	1105.8	1117
831.722	1092.6	1104
832.121	1096.4	1094.2
832.521	1074	1086.8
832.943	1088.2	1076.8
833.342	1078.8	1073.6
833.742	1054	1062.4
834.164	1050	1058.2
834.564	1048.4	1041.8
834.965	1040.6	1041.4
835.386	1051.6	1035.4
835.787	1028.4	1021
836.188	1025	1026.2
836.588	1013	1025.6
837.01	1016	1011.8
837.411	1009	1018
837.812	1005.8	1022.2
838.213	985.4	995.4
838.636	978.8	985.6
839.037	1040.2	1026
839.438	971.8	976.2
839.84	978.6	977.6
840.263	978.4	975
840.664	955.2	960.6
841.066	959.6	954
841.468	954.8	960
841.891	938.6	949.6
842.293	956.4	952
842.695	950.6	940.6
843.098	941.6	944.4
843.5	927.6	925.6
843.902	919.2	923
844.326	911	921
844.729	913.2	902
845.131	909	924.2
845.534	887.2	909.4
845.937	888	910.2
846.34	908.6	916
846.764	882.8	887.2
847.167	876	895.4
847.571	873.2	880.8
847.974	881.4	877.2
848.377	872.8	877.2
848.781	897.6	915.2
849.184	868.6	887.4
849.588	856.6	860
849.992	858.2	859.4
850.396	857.2	856.4
850.821	856.8	858.2
851.225	846.6	852
851.63	837.4	828.4
852.034	840.4	846
852.438	833	836.6
852.843	883.6	901.8
853.247	822	807.8
853.652	816.6	817.8
854.057	825.6	835.2
854.462	820.6	823.6
854.867	811.2	813.8
855.272	830.4	828
855.677	811.2	814
856.082	806.2	793.8
856.487	800.4	797.2
856.893	798.6	798.4
857.298	795.4	792.4
857.704	794.8	796
858.11	792.4	793.8
858.516	789.2	795.8
858.922	771.8	783
859.328	778.2	793.2
859.734	786.6	777
860.14	791	788
860.525	775.8	777.6
860.931	760.2	766.2
861.338	756.2	771
861.745	768	768.8
862.151	770.6	768
862.558	757.2	764
862.965	749.2	753
863.372	738.6	753.6
863.779	751	755.8
864.186	757.6	769.2
864.572	752.8	745.6
864.98	759	752.6
865.387	765.8	764.6
865.795	730.6	730
866.203	730.2	761.4
866.61	735.6	735.6
867.018	734.4	748.6
867.405	734	733
867.813	728.4	725.8
868.221	720.4	729.4
868.63	719.8	727
869.038	723.8	719
869.425	747.4	751
869.834	721.4	726.6
870.243	703.8	706.8
870.652	706.8	708.6
871.039	715	710.8
871.448	699.4	703
871.857	701.4	714.8
872.266	708	712.4
872.654	700.2	707.4
873.064	692.8	702.4
873.473	698.8	699.8
873.883	690	697.6
874.271	690.2	699.2
874.681	708	710.2
875.091	684	687.8
875.48	699.8	700.2
875.89	704.8	706.6
876.3	688.6	685.4
876.689	667.8	683.6
877.1	688.6	687
877.51	683	690.2
877.9	701	704
878.31	684.2	670
878.721	702.6	710.8
879.111	679.8	680.8
879.522	675.8	674.2
879.933	659.8	673.8
880.323	667	665
880.734	655.6	667.8
881.125	667.6	661.4
881.536	667.4	671.6
881.948	652	662.4
882.338	669.4	660
882.75	669.6	671.2
883.141	673	665.8
883.553	657.6	671
883.944	675.4	674.6
884.356	664.8	664.4
884.769	653.4	653.6
885.16	652	650.8
885.573	649.8	649
885.964	645.6	650.4
886.377	656.4	651.4
886.768	634.4	639
887.181	652.6	655.6
887.573	629.2	629.4
887.987	648.2	654
888.378	651.8	656.8
888.792	645.6	656.8
889.184	677	676.6
889.598	624.4	630.6
889.99	640.8	641.2
890.383	632.4	639
890.797	625.6	628.6
891.19	637	649.8
891.604	635.6	623.4
891.997	629	630.2
892.411	625	626.6
892.805	621.6	629.2
893.198	629.6	626.4
893.613	603	613.2
894.006	622.4	635.2
894.421	618	622
894.815	621.2	627.6
895.209	616	624.6
895.624	649.8	662.4
896.018	630	629.6
896.412	609.8	612.4
896.828	617.4	610.6
897.222	616.8	623.8
897.617	611.4	622.8
898.033	629.8	638.2
898.427	610	613.4
898.822	615.2	614
899.239	609.2	606.2
899.634	619.2	602.2
900.029	621.6	623.4
900.424	604	599.2
900.841	602.2	606.8
901.236	615.4	614.6
901.632	609.2	606.2
902.027	653.8	655
902.445	604.4	607.6
902.841	606	608.8
903.237	605	601.2
903.633	615.4	607
904.05	601.6	600
904.447	602	598
904.843	607.4	607.2
905.24	609.4	599.2
905.636	599.6	588.6
906.033	596.4	587
906.451	607.4	609.6
906.848	581.8	588
907.246	583.2	592.2
907.643	594.6	599.8
908.04	597.6	605.4
908.438	599.2	602
908.835	591.8	593.6
909.254	590.6	589.2
909.652	586.2	591
910.05	576.8	587.4
910.448	578.4	585
910.846	587	584
911.244	569.4	574.2
911.643	587.8	590.8
912.041	577.6	591.8
912.44	592.2	590
912.839	576.4	582.2
913.237	577	580.6
913.636	563.2	577
914.035	580.6	579.4
914.434	569.8	576.8
914.834	582.4	586
915.233	578.4	585
915.633	566.4	575.4
916.032	569	573.4
916.432	557.6	566.8
916.832	571.2	587
917.232	571.8	569
917.632	573.6	571.6
918.032	575.2	580.8
918.432	577.8	577.2
918.833	574.6	577.6
919.233	580.4	561.2
919.634	566.2	565.4
920.035	569	572.6
920.436	570.8	563.8
920.837	571.6	573.4
921.238	554.2	563.8
921.639	573.2	566
922.019	565	570.2
922.42	574.8	564.4
922.822	572.4	573.8
923.224	562.6	560.8
923.625	565.4	555.4
924.027	566.4	566.6
924.429	576.2	581.4
924.81	564.6	567.2
925.212	557.8	572.2
925.615	561.8	568.6
926.017	558.6	567.2
926.42	569	566.2
926.801	559.6	566
927.204	563.4	557.6
927.607	563.8	569.6
928.01	564.6	573.8
928.413	552	561
928.795	551.6	546.4
929.199	556	559.6
929.602	565.8	546.6
930.006	557.4	559
930.388	546.4	556.4
930.792	554.8	562.8
931.196	561	557.2
931.579	576.8	577
931.983	551.6	556.2
932.388	583.8	592.8
932.771	552.8	559.2
933.176	547.4	544.8
933.58	556	564.8
933.964	565.2	564
934.369	554	550.8
934.774	568	560.4
935.158	559.6	542.6
935.563	566.4	551.4
935.947	556.4	556.8
936.353	559	558.6
936.759	549.4	558.6
937.143	559	552.4
937.549	558	555.2
937.934	568.6	563.6
938.34	572.6	567.8
938.746	550.2	559.4
939.131	550.8	558.8
939.538	550.8	547.2
939.923	564.2	558.6
940.33	557.8	551.2
940.716	560.8	556.6
941.123	553.4	559.2
941.508	558	566.2
941.916	562.4	562.4
942.302	562.8	554
942.709	551.2	549.8
943.096	549	541.6
943.503	552	560.2
943.89	551.2	543.4
944.298	548.2	547
944.685	567.8	565
945.072	546.8	542.2
945.48	561.2	552.8
945.867	553.4	544.4
946.276	544	550.4
946.663	566.8	564.4
947.051	560.2	563.8
947.46	552.4	551.2
947.848	550	544.6
948.257	547.6	540.2
948.645	547.4	543.2
949.033	546.4	543.8
949.443	531.4	541.2
949.831	588.8	576.2
950.22	546	535.2
950.63	555.8	548.8
951.018	572.2	564
951.407	546.4	546.4
951.796	544.2	542.2
952.207	548.6	556.6
952.596	549.2	553.2
952.985	543.4	537.6
953.375	574.2	578
953.786	543.4	551.8
954.176	537	534.8
954.566	552	546
954.956	531.6	534
955.367	540.2	544.8
955.758	559	553.6
956.148	534.8	534
956.539	548.4	552.6
956.929	539.4	528.2
957.341	532	535.4
957.732	542.4	543
958.123	543.8	552.6
958.515	531.8	536
958.906	549.6	550
959.297	540.6	533.8
959.689	540.2	542.6
960.102	533.2	543.8
960.494	543.4	544.6
960.886	534.8	533
961.278	542.8	543.6
961.67	557.4	562.2
962.062	566.2	567.6
962.455	544.8	534
962.847	538.2	531.2
963.24	546.4	534.2
963.633	539.4	549
964.026	537.2	527.2
964.419	540.6	536.6
964.812	553.4	544.4
965.206	535	536.8
965.599	542.6	539.4
965.993	535.2	542.8
966.386	544.2	543
966.78	549.8	559
967.174	557.2	545.8
967.569	534.8	530.2
967.963	530.4	534.8
968.357	537.8	531.2
968.752	532.2	528
969.146	538.4	536.2
969.541	538	530.2
969.936	540.2	538.8
970.331	538.2	536.8
970.705	540.6	542
971.1	537.6	535
971.496	538.8	552.2
971.892	536.6	537
972.287	534.6	545.2
972.683	530.6	541.8
973.079	526.6	536.8
973.454	549.4	546.4
973.85	531.2	539.4
974.247	552.4	534.2
974.643	553	555.8
975.04	544.4	544.8
975.415	532.6	540.2
975.812	528	529.6
976.209	540.2	549.6
976.607	526.8	531.6
976.982	540	548.8
977.38	544.4	553
977.778	540	534.4
978.175	538.4	542.8
978.552	536	546.8
978.95	541.6	545
979.348	534.8	536.6
979.725	569.8	570
980.123	533.8	528.2
980.522	528.6	533.6
980.899	533.6	539.4
981.298	533.6	532.4
981.697	538.2	534.6
982.075	530.6	530.6
982.474	528.8	526
982.852	532.4	543.2
983.251	542.2	550
983.651	531.8	539.6
984.029	538	539.8
984.429	535.2	540.2
984.808	526.8	525.4
985.208	531.6	535.8
985.609	533.4	523.2
985.987	532.2	519.8
986.388	535	534
986.768	542.6	545.2
987.168	525.4	540.4
987.548	538.4	548
987.949	540.2	550.2
988.329	541.6	543.4
988.731	525.4	521.8
989.111	540.4	539.6
989.491	542	536.2
989.893	540.4	532.4
990.273	550.6	529.8
990.676	532.6	528
991.057	529	537.6
991.459	537	532.8
991.84	533.8	539
992.221	525	526.6
992.624	547.4	544
993.006	542	536.4
993.388	533.4	540.6
993.791	537.4	549
994.173	533	539.2
994.576	552.2	562.4
994.959	527.8	540.8
995.341	530.2	533.2
995.724	527	534
996.128	537.8	534.6
996.511	535.6	537.6
996.894	535.8	533.2
997.298	534.8	529.4
997.681	544.4	541.8
998.065	538.2	540.6
998.448	527.4	532.4
998.854	542.4	549.2
999.237	532.8	533.8
999.621	547.8	546
1000.01	548.4	548.6
1000.39	547.4	527.6
1000.8	524.8	536
1001.18	540.6	539.8
1001.56	542.2	534.8
1001.95	544.4	539.8
1002.33	540.8	528.8
1002.72	535.8	530.2
1003.13	541.8	536.2
1003.51	529.6	524
1003.9	530.8	523.8
1004.28	544.6	547.4
1004.67	527.2	531
1005.06	531	531.2
1005.44	552	547.8
1005.83	518.2	525.2
1006.21	528.2	535.4
1006.6	531.4	532.6
1006.99	536.2	545.6
1007.37	535	539
1007.76	534.2	539.4
1060.12	530.2	529.4
1060.51	520.2	541.2
1060.89	540.6	545
1061.28	542	541.6
1061.67	537.4	547.6
1062.06	540.6	532
1062.45	532.6	537.8
1062.83	526.4	528.4
1063.22	534	535.6
1063.61	571.4	574.6
1064	547.8	538.4
1064.39	533	532.4
1064.78	538.6	530.4
1065.14	541.6	539
1065.53	541.6	545.6
1065.92	532.4	531
1066.31	531.2	536.6
1066.7	543.6	536.2
1067.09	541.6	543.4
1067.46	535.2	542
1067.85	540	527.4
1068.24	532.2	537
1068.63	537.2	546
1069.02	533.2	526.8
1069.39	531.8	530.4
1069.78	530.8	528.8
1070.17	526.2	535.6
1070.57	532.6	522.8
1070.93	547.4	533.6
1071.33	534.6	532.6
1071.72	533.2	537.4
1072.11	529.4	534.2
1072.48	533.8	521.8
1072.87	535	530.4
1073.26	540.2	533.4
1073.64	532.6	532.4
1074.03	525.6	526.2
1074.4	529	523.4
1074.79	539.6	531.4
1075.19	534.8	538
1075.56	533.8	539.8
1075.95	538.8	534.6
1076.34	529.8	535
1076.72	541.4	528.4
1077.11	537.8	543.4
1077.48	536.2	544.8
1077.88	536.2	545.6
1078.25	540.6	535.4
1078.64	551.8	545.6
1079.02	544.8	532.2
1079.41	541.8	541.4
1079.78	539	540.2
1080.18	533.6	528
1080.55	583.8	584.8
1080.95	535.8	543.4
1081.32	532	533
1081.72	545	532.6
1082.09	541.8	545.2
1082.49	529.8	523.6
1082.86	541.2	529.8
1083.24	533.4	530.8
1083.63	526.4	527.2
1084.01	536.6	541.4
1084.38	547.6	545.2
1084.78	533.8	528.8
1085.16	546.8	539.2
1085.55	550.2	550.2
1085.93	551.2	556.6
1086.31	540	540.2
1086.7	562	565.8
1087.08	541	532
1087.46	537.2	540.6
1087.83	529.8	531.2
1088.23	554.2	549.4
1088.61	532	543.4
1088.99	541.2	541.4
1089.36	543.8	540.2
1089.76	537	546.4
1090.14	540.4	528.8
1090.52	543.4	538.6
1090.9	541.8	538
1091.27	551.8	545.6
1091.67	551.4	550.2
1092.05	543.4	538.8
1092.43	538.2	546
1092.81	553.2	544
1093.19	543.2	544
1093.57	536.6	535.8
1093.95	545.2	537.4
1094.35	551.8	549.8
1094.73	547	543.8
1095.11	537.4	534.6
1095.49	532	541.6
1095.87	540.6	541.8
1096.25	553.8	559
1096.63	546.8	553.4
1097.01	530.8	541
1097.39	544.4	544
1097.77	538.2	545
1098.15	552.8	547.4
1098.53	541.8	537.4
1098.91	538.4	541.6
1099.29	535	543.4
1099.68	559.6	561.6
1100.06	545.8	545.4
1100.44	533.8	544.2
1100.82	544	546.2
1101.18	544	537.8
1101.56	542.8	541.4
1101.95	539.8	538
1102.33	545.2	548.8
1102.71	546.4	547.4
1103.1	536.6	540.4
1103.48	537	533.8
1103.86	539.8	535
1104.22	555.8	543.6
1104.61	548.8	542.2
1104.99	544	534.2
1105.38	533.6	537
1105.76	546	545.6
1106.12	543.2	543.6
1106.51	572	566.4
1106.89	557	545.8
1107.26	547.6	539.2
1107.64	549.8	556.4
1108.03	543.2	549.4
1108.41	545.6	544.4
1108.78	538.6	548.4
1109.16	540.6	537.4
1109.55	552.8	547
1109.91	540.6	536.6
1110.3	527.2	529.4
1110.69	551	544.2
1111.05	531	542.8
1111.44	543.6	546.2
1111.8	545.6	548.6
1112.19	541.6	543.2
1112.58	547	548.8
1112.94	536	551.6
1113.33	544.8	541
1113.7	537.2	541
1114.09	537	535
1114.45	539.6	544.6
1114.84	537	544.2
1115.21	552.4	547.4
1115.6	538.2	535.8
1115.96	549	545.2
1116.35	551.2	543.4
1116.72	537.6	536
1117.11	552	553.4
1117.48	532	544
1117.85	538.4	538.4
1118.24	551	553.2
1118.6	545.2	546.8
1118.99	536.8	542
1119.36	547.2	545.2
1119.73	539	542.6
1120.12	555.4	542.4
1120.49	531.8	539.2
1120.86	546	547
1121.25	533.4	538
1121.62	536.4	530.8
1121.99	541.8	535.4
1122.38	548.4	547.4
1122.76	536.2	543.6
1123.13	538.8	536.2
1123.5	544.6	549.6
1123.89	548	557.4
1124.26	525.8	541.6
1124.63	538	543
1125	541.6	537.8
1125.4	542.8	547
1125.77	537	535.4
1126.14	534	529
1126.51	542	538.6
1126.88	537.2	542
1127.26	540.6	533
1127.63	530.8	529.8
1128.02	539.8	534.4
1128.4	533.6	536.6
1128.77	537	541
1129.14	540.8	539.2
1129.52	538	539.8
1129.89	537	545.4
1130.26	539	527.4
1130.64	538.6	533.4
1131.01	537.6	540.4
