#lambda/nm	DC	C1
703.63	500	493.8
704.036	506	501.8
704.442	503.8	491
704.847	503.4	491.6
705.274	504.8	506.6
705.68	503.8	501.8
706.086	508	503.6
706.492	498.2	489.2
706.92	499.8	498.2
707.326	509	506.8
707.732	501.2	491.2
708.139	502.8	493
708.545	491.8	491.6
708.973	498.6	496.6
709.38	499.4	494.6
709.786	490.8	487.2
710.193	514.4	508.2
710.6	499	502.8
711.028	489.2	493.4
711.435	500.4	501.8
711.842	507.2	494.8
712.249	493.4	503.2
712.656	497	495
713.064	506.2	505
713.492	491.8	495.2
713.9	498.6	503.4
714.307	498.2	501.4
714.715	493.4	493.4
715.123	495.2	503.6
715.53	506.4	498.2
715.938	510.4	495.4
716.367	502	499.2
716.775	492.2	498.2
717.184	494.8	485.6
717.592	505.6	501
718	501.6	503.6
718.408	528.4	530.8
718.816	537.2	527.2
719.225	503.6	498.4
719.633	502	503
720.042	495.8	495.8
720.472	500.4	495.8
720.881	520.6	508.8
721.29	504.8	508.8
721.699	494.2	494.8
722.108	495.8	509.6
722.517	498.4	499.8
722.926	500.8	493.8
723.335	509	508.4
723.744	500.4	497
724.154	505.2	498
724.563	501	509.6
724.973	507.8	499.4
725.382	490	491.4
725.792	497.2	495.8
726.202	489	489.4
726.612	506	507
727.022	492	503.4
727.432	498.6	496
779.813	496.2	494.2
780.223	531.2	539.8
780.634	495.8	503
781.044	494.2	491.4
781.454	495.8	500
781.865	510.2	502.8
782.276	491.2	496.8
782.686	510.4	500.4
783.097	498	497.4
783.508	499.4	489.8
783.919	503.8	495.2
784.33	504.8	506.4
784.741	508	504
785.152	490.2	493.2
785.563	486.8	489.4
785.974	495.6	495.6
786.386	507.6	507.8
786.776	494.8	492
787.188	501.6	501.6
787.599	488.6	497.6
788.011	504.4	507.2
788.423	499.6	496.6
788.835	500	496.6
789.247	491.8	491.8
789.659	496.2	488.8
790.071	500.4	492.6
790.483	533	530.4
790.874	499	500.4
791.286	499	511.6
791.699	492.2	498.8
792.111	501	500.6
792.524	504.6	496.2
792.937	496.8	495.8
793.349	484.6	490
793.741	496	499.2
794.154	496.8	498.6
794.567	509.4	511.2
794.98	495	490.4
795.393	485.8	493.2
795.785	513.4	508.2
796.198	498.8	493.6
796.612	489.6	492.4
797.026	493.2	493.2
797.439	482.4	486.2
797.831	487.8	489.8
798.245	485.8	495
798.659	492.4	495.2
799.073	490	495.2
799.487	492.4	484.8
799.88	494	499.8
800.294	493.2	494.6
800.708	494	508
801.123	498.4	490.8
801.516	516.2	503.2
801.93	489	488
802.345	482.6	489
802.76	497.4	500.8
803.153	508.6	505.8
803.568	512.4	507.2
803.983	498	500
804.377	498.4	493.6
804.792	489.8	489.6
805.207	485.4	479.4
805.601	500.4	504.6
806.016	526.4	526.2
806.432	489.2	499
806.826	515.4	519.8
807.242	509.8	505.6
807.658	495.8	503
808.052	497	490.6
808.468	489.6	498.2
808.884	495	490.6
809.279	492	495.6
809.695	510.2	507.8
810.111	510	516.2
810.506	499.2	495.4
810.922	513.2	522.2
811.339	492.8	503.8
811.734	498.2	506
812.151	490.4	502
812.546	493	494.8
812.963	487.2	497
813.38	496.6	503.2
813.776	489.2	501.4
814.193	507.2	520.8
814.589	493.6	493.2
815.006	494.6	491
815.402	494.6	487.4
815.82	489.2	489.6
816.237	498	493.2
816.633	501.8	501
817.051	493.4	491.2
817.448	498.8	492.4
817.866	496.6	488.8
818.262	511.4	513.8
818.68	494.6	493.4
819.077	493.6	491.8
819.495	497.4	488.6
819.892	528.2	522.2
820.311	497.6	488.6
820.708	495.8	486.4
821.127	495.8	497.4
821.524	502.6	507.6
821.943	492.4	494.2
822.34	518	504.4
822.759	497.8	499.2
823.157	501	497.2
823.576	504.8	507.6
823.974	499.2	508.8
824.393	590	585.6
824.791	490.8	498.4
825.189	491.8	492.6
825.609	489.2	493.2
826.007	496.8	496.8
826.427	483.8	485.8
826.826	500.4	491.4
827.246	495	503.8
827.644	491.8	483.6
828.043	502.6	501
828.463	495.6	498.2
828.862	497.2	504.2
829.261	496	500.6
829.682	482.6	489.6
830.081	495.4	505.6
830.502	489.2	483
830.901	491.4	496.8
831.301	495.4	488.6
831.722	485.6	488
832.121	498.4	497
832.521	487.2	487.2
832.943	492.2	503.6
833.342	499	483.4
833.742	488.4	487.6
834.164	494	488.2
834.564	484.6	486.8
834.965	499.6	495.4
835.386	496	483
835.787	496.4	484
836.188	493.4	496.8
836.588	492.8	490.4
837.01	495.4	496.8
837.411	491.4	479.6
837.812	503.8	491.2
838.213	492.8	489.6
838.636	491.4	489.4
839.037	547.4	538.8
839.438	491.6	486.2
839.84	493.2	494.4
840.263	494.4	498.4
840.664	496.4	493.8
841.066	497.6	486
841.468	503.2	492
841.891	485	492.2
842.293	501.6	499.4
842.695	489.6	496.8
843.098	505.8	503
843.5	486.8	490.8
843.902	503	490.2
844.326	498.6	503.6
844.729	493.6	491.2
845.131	504.8	502.8
845.534	498.2	490.8
845.937	509.8	499.8
846.34	505.8	505.6
846.764	495.2	491.6
847.167	505.2	493.4
847.571	490.6	489.8
847.974	503	490.2
848.377	499.2	495.4
848.781	530.8	533.6
849.184	503.4	507.2
849.588	496.6	489.6
849.992	493	494
850.396	496.6	500.6
850.821	514.6	511.6
851.225	501.2	497
851.63	488	493.8
852.034	510	505.6
852.438	495	493.4
852.843	512.8	511.2
853.247	487.6	487.6
853.652	477.8	490.6
854.057	511.6	500.2
854.462	498.4	497.4
854.867	496.6	492.6
855.272	517.4	511
855.677	503.2	494.2
856.082	488	492
856.487	492.8	485.8
856.893	492.2	499
857.298	485.4	489.8
857.704	484.8	487.8
858.11	493	491.8
858.516	489.8	498.6
858.922	492	493.8
859.328	487.4	496.2
859.734	490.4	490.2
860.14	498.4	498
860.525	493.4	490
860.931	487.4	488.2
861.338	490	489.4
861.745	496.6	497.6
862.151	499.2	502.2
862.558	489.8	492.8
862.965	490.8	486.2
863.372	490.6	494.2
863.779	486.8	484.4
864.186	510.6	513.6
864.572	493.2	487.8
864.98	509.8	505.8
865.387	520	516.8
865.795	494.4	490.4
866.203	497.2	501.8
866.61	496.4	489
867.018	495.4	499.4
867.405	500.8	500
867.813	495.2	484
868.221	489.6	485
868.63	494	485.6
869.038	507.6	501.6
869.425	525.2	519
869.834	494.4	498.4
870.243	487.4	477.8
870.652	489.2	492.2
871.039	480.2	492.4
871.448	501.2	489.6
871.857	503	499.4
872.266	503	488.2
872.654	501	499.4
873.064	490.4	485.8
873.473	495.2	504
873.883	498.2	492.2
874.271	493.8	489.4
874.681	503.6	502.6
875.091	482.6	481
875.48	501.6	496.8
875.89	505.4	504.4
876.3	489	488.8
876.689	487.4	482
877.1	487.2	494.6
877.51	496	502.2
877.9	503.2	509
878.31	485.6	488.4
878.721	516.8	525.4
879.111	486.2	490.4
879.522	494.8	494.6
879.933	480.6	488.4
880.323	483.2	485.8
880.734	491.2	482.2
881.125	497.8	493.4
881.536	492.2	492.8
881.948	486.8	484.6
882.338	484.2	488.4
882.75	502.2	497
883.141	484.2	498.4
883.553	499.8	497.2
883.944	508.8	509
884.356	500.2	494
884.769	491.2	490.2
885.16	480	492.8
885.573	495.2	497.8
885.964	496.4	485.4
886.377	488.6	489.4
886.768	488	481.8
887.181	489.6	491.8
887.573	483	490
887.987	496.8	496.6
888.378	505.8	501.6
888.792	489	489
889.184	532.8	532
889.598	485.6	483.8
889.99	490	493.4
890.383	486.4	493.4
890.797	491.4	480.2
891.19	507.2	503
891.604	495	500.8
891.997	491.2	489.8
892.411	484	480.6
892.805	483.8	491.8
893.198	480.2	490
893.613	475.4	480.2
894.006	496.4	497.2
894.421	486.2	483.8
894.815	485.6	492.4
895.209	485	481.6
895.624	519.4	521.8
896.018	498.6	507.6
896.412	484.4	484.2
896.828	484.8	495.4
897.222	491	489.6
897.617	493.6	490.2
898.033	509.6	505.6
898.427	490.2	497.6
898.822	494.2	498.4
899.239	481	485.4
899.634	476.6	487
900.029	502.6	505.8
900.424	486.2	482.6
900.841	480.6	480.4
901.236	494.4	500
901.632	500.2	499
902.027	537.8	538.8
902.445	498	495.6
902.841	493.8	488.4
903.237	484.8	488.8
903.633	505.8	499.6
904.05	497.8	504.6
904.447	494	489.2
904.843	496.6	500
905.24	493	488.4
905.636	477.8	486.6
906.033	490.8	489.6
906.451	495	497.6
906.848	481.8	484.4
907.246	491.2	497.4
907.643	490.8	501.4
908.04	492.6	505.4
908.438	502.2	500.4
908.835	495.6	500.2
909.254	492	491
909.652	494.6	489.6
910.05	489.2	490.2
910.448	486.2	483.4
910.846	492.6	492.6
911.244	485.2	484.4
911.643	492	484.2
912.041	492.8	487.6
912.44	501	499
912.839	486.6	489.2
913.237	492.8	486.8
913.636	483.6	486
914.035	500	490.8
914.434	484	492
914.834	492.2	500.6
915.233	492.2	492
915.633	486.4	486.8
916.032	486.8	484.4
916.432	486.8	487
916.832	507.8	502.2
917.232	487	484.8
917.632	484.6	488.4
918.032	487.8	490.2
918.432	490.2	490.8
918.833	485.4	492
919.233	488.2	488.8
919.634	487.4	477.4
920.035	496.8	498.6
920.436	486.2	482.2
920.837	494.8	499.4
921.238	491.2	483.8
921.639	481.8	488
922.019	496.8	489.6
922.42	492.6	490.6
922.822	491	492.2
923.224	486.6	494
923.625	479.4	484.8
924.027	494.2	491.6
924.429	501.8	505
924.81	496.2	500.8
925.212	491.6	496.8
925.615	493.6	492
926.017	486.2	493.8
926.42	503.4	497
926.801	494.4	494.2
927.204	492.8	494.8
927.607	496.2	490.4
928.01	506.4	497.6
928.413	488.4	489.6
928.795	477.2	480.4
929.199	495.2	486.6
929.602	485.4	484.2
930.006	482	481.6
930.388	489.6	479.4
930.792	488.6	487.2
931.196	493.4	478.4
931.579	517	509.2
931.983	485.4	477.6
932.388	527	521
932.771	482.4	478
933.176	482.8	481
933.58	489.8	485.2
933.964	495.2	493.6
934.369	476.8	471.6
934.774	491.8	491.2
935.158	489.4	478
935.563	490.2	489.8
935.947	485	492.2
936.353	493.2	493
936.759	479.8	485.8
937.143	493.6	497.4
937.549	493.6	490.4
937.934	496.8	497.8
938.34	504.2	497
938.746	480.6	485.6
939.131	488.6	490
939.538	480.4	479
939.923	493.6	491.4
940.33	490	484
940.716	491.6	493.8
941.123	494.4	491.6
941.508	499	495.4
941.916	497.4	504.8
942.302	495.4	499.6
942.709	478.8	483
943.096	487.6	483
943.503	499.4	491
943.89	482.6	484.2
944.298	491.6	487.8
944.685	507.4	507.4
945.072	486.2	487.2
945.48	498.4	493.8
945.867	483.8	483.6
946.276	484.4	486.4
946.663	508.6	509
947.051	503	496.8
947.46	489.6	499.8
947.848	499	488
948.257	490.6	486
948.645	491.6	490.8
949.033	490.8	483.4
949.443	485	482.8
949.831	525	521.4
950.22	478.4	476.6
950.63	488	492.8
951.018	506.8	514.8
951.407	485.2	490.4
951.796	479	480.2
952.207	489.8	494.2
952.596	493.6	487.6
952.985	478.2	482
953.375	520.8	527.2
953.786	489.4	487.8
954.176	479	488.6
954.566	503.2	495.2
954.956	479.2	478.2
955.367	491.2	482.8
955.758	504.2	504.8
956.148	480.6	478.4
956.539	501.2	492.4
956.929	487.8	480
957.341	485.4	474.2
957.732	481.6	481.2
958.123	490	495.4
958.515	484.4	483.6
958.906	495.4	490.2
959.297	490.2	480.4
959.689	490.2	488.2
960.102	483.2	481.4
960.494	496.4	489.2
960.886	487.4	488
961.278	478.2	479
961.67	504	510.4
962.062	519.4	514.6
962.455	482.6	490.2
962.847	481	478.8
963.24	487	485.2
963.633	494.8	486.6
964.026	483.6	482.2
964.419	486.8	487.4
964.812	498.6	490.6
965.206	494.8	487.2
965.599	496	498.6
965.993	493.8	494.2
966.386	485.2	482
966.78	497	494.8
967.174	502.6	500.4
967.569	474.6	488.4
967.963	485.2	483.8
968.357	484	481.2
968.752	486.6	480.2
969.146	488.8	481.2
969.541	480.2	478.4
969.936	490.6	493.2
970.331	489.6	494
970.705	491.4	496
971.1	486.6	482.4
971.496	490.8	498.8
971.892	480.8	483.6
972.287	486	487.2
972.683	485.2	489.2
973.079	486.2	481.2
973.454	498.2	494
973.85	483.4	485.6
974.247	491.8	487.2
974.643	505.8	509.4
975.04	486.2	489.4
975.415	486.4	484.6
975.812	478.4	481.8
976.209	497.4	484
976.607	480	480.8
976.982	499.8	492.4
977.38	499	497
977.778	488.4	484.4
978.175	482	490.6
978.552	489.4	480.2
978.95	495	496.4
979.348	487.8	487.6
979.725	527	523.4
980.123	479.8	487.4
980.522	493	483.4
980.899	472.4	484.2
981.298	489.8	480.6
981.697	494	486.2
982.075	490.2	489
982.474	491	486.8
982.852	486.6	489.8
983.251	487.6	487
983.651	488.6	488.6
984.029	485	490.6
984.429	491.8	484
984.808	482.2	473.6
985.208	489	485
985.609	476.8	476.8
985.987	479.8	484.2
986.388	488	486.8
986.768	490.2	487.2
987.168	476.4	475.2
987.548	488.2	493.2
987.949	490	493.2
988.329	486.8	487.8
988.731	467.4	475
989.111	482.6	485
989.491	486	489.4
989.893	489.8	478.6
990.273	493.6	490
990.676	475.2	483.2
991.057	485.8	489.2
991.459	485.8	485.8
991.84	482.6	490.6
992.221	480.4	479.2
992.624	498.8	497
993.006	491.6	488.6
993.388	496	490.2
993.791	489.6	495
994.173	488.6	494.2
994.576	503	512
994.959	483	482.6
995.341	486.4	483.4
995.724	491	482.6
996.128	495.4	497
996.511	490.2	488.6
996.894	487.2	481
997.298	488.6	482.8
997.681	488	488
998.065	484.6	488.8
998.448	486.4	482.8
998.854	481.4	494.6
999.237	480.2	481
999.621	495	491.4
1000.01	494	498.2
1000.39	491.2	484
1000.8	490.6	487.6
1001.18	485.4	499
1001.56	492	494.2
1001.95	493	488.4
1002.33	490.4	490.2
1002.72	488.4	482.2
1003.13	488.4	479.2
1003.51	489.8	488.4
1003.9	480	481.6
1004.28	497.6	499
1004.67	481.4	481.4
1005.06	483.6	482.2
1005.44	515.6	508
1005.83	478.2	475.6
1006.21	488.6	490.8
1006.6	481.6	484.2
1006.99	492.4	491.4
1007.37	498.4	491.8
1007.76	493.8	479.4
1060.12	486.6	484.2
1060.51	481.8	478
1060.89	490.4	494.2
1061.28	495.2	493
1061.67	494.2	490.8
1062.06	487.2	494.4
1062.45	483.6	490.4
1062.83	477.6	482.6
1063.22	492	498
1063.61	515	519.2
1064	496	487.4
1064.39	489.6	489
1064.78	477	487.2
1065.14	487.6	497.6
1065.53	490.8	490.6
1065.92	482.2	493
1066.31	477.8	481.6
1066.7	488.4	495.6
1067.09	497.6	494.2
1067.46	491.2	492
1067.85	487.4	488.4
1068.24	483.8	476
1068.63	491.8	488.2
1069.02	482.6	484.2
1069.39	492.2	489.2
1069.78	477.2	482.4
1070.17	479.2	485.8
1070.57	476.2	478.2
1070.93	489.8	485.4
1071.33	484.8	477.2
1071.72	492.2	482.6
1072.11	486.2	479.4
1072.48	481	484.8
1072.87	488.6	481.8
1073.26	485	485.4
1073.64	479.8	475.2
1074.03	479.8	468.2
1074.4	490	471.6
1074.79	490.4	488.8
1075.19	483.4	474.8
1075.56	492.8	490
1075.95	486.2	478.2
1076.34	484.4	479.8
1076.72	478.2	476.4
1077.11	491	492.2
1077.48	490.6	485.8
1077.88	487.2	486.4
1078.25	491.8	484.2
1078.64	491.2	489
1079.02	490.4	486.6
1079.41	492	488.4
1079.78	480.2	487.4
1080.18	478	475
1080.55	533	527.4
1080.95	484	476.6
1081.32	477.2	478.2
1081.72	492	481.6
1082.09	488.6	487.2
1082.49	484.4	480.8
1082.86	482.6	487.4
1083.24	480	471.4
1083.63	474.2	481
1084.01	484.6	478.6
1084.38	491.6	486
1084.78	483	476.6
1085.16	483.2	481.8
1085.55	490.8	500.2
1085.93	494.2	499
1086.31	490.4	483.6
1086.7	510.8	508
1087.08	490.8	488.4
1087.46	486.4	488.6
1087.83	486.2	472.8
1088.23	491.4	495.6
1088.61	484.4	486.8
1088.99	489	483.4
1089.36	479	481.6
1089.76	485	482.6
1090.14	484	480.8
1090.52	480.4	478.4
1090.9	481.8	475.8
1091.27	497.2	487.8
1091.67	506.8	497.4
1092.05	487.2	489.8
1092.43	484.8	476
1092.81	487.6	483
1093.19	490.2	488
1093.57	487.6	480.4
1093.95	487.6	487.4
1094.35	482	498.2
1094.73	491.2	489.4
1095.11	480.4	483.6
1095.49	475.6	483.8
1095.87	477.8	485.8
1096.25	494.2	492.4
1096.63	487.2	492.6
1097.01	476.2	487.4
1097.39	480.2	492.8
1097.77	484.4	484.4
1098.15	484.4	484.8
1098.53	474.6	482.8
1098.91	482.2	484.4
1099.29	479.2	478.4
1099.68	502.8	492.6
1100.06	488.2	489.2
1100.44	489.4	484.6
1100.82	485	485.2
1101.18	486.8	488
1101.56	484.6	474.8
1101.95	482.4	485.4
1102.33	485.8	480
1102.71	487.4	487.2
1103.1	478.4	485.2
1103.48	475	475.2
1103.86	481.8	480.4
1104.22	491.2	486.2
1104.61	483.8	483
1104.99	479.4	482
1105.38	482.4	485
1105.76	482	486.4
1106.12	484.2	482.2
1106.51	507.6	510.4
1106.89	491.8	493.2
1107.26	483.8	488.2
1107.64	491.4	490
1108.03	484.2	483.6
1108.41	481	482.2
1108.78	493.8	479.8
1109.16	494	486.2
1109.55	495	496.2
1109.91	481	472.8
1110.3	476.2	474.4
1110.69	491.2	497.6
1111.05	477.8	479
1111.44	484.8	479.6
1111.8	489.6	489.2
1112.19	488.4	484.8
1112.58	490	489.6
1112.94	487	476.8
1113.33	481.4	480.4
1113.7	481.8	486.8
1114.09	482.2	482.8
1114.45	475.4	476
1114.84	490.2	489.6
1115.21	487.8	491
1115.6	478.8	485.4
1115.96	483.2	480.8
1116.35	487.6	486.2
1116.72	479.6	486.8
1117.11	488.8	485.4
1117.48	479.8	483
1117.85	483.6	484.6
1118.24	496	498
1118.6	488	486.2
1118.99	483.6	487.6
1119.36	485.2	482.8
1119.73	488	486.4
1120.12	487	486.6
1120.49	474.4	473.6
1120.86	487.8	490
1121.25	480.2	479.8
1121.62	477.2	480.6
1121.99	477	485.6
1122.38	492.6	496
1122.76	483.8	485
1123.13	483.8	477.8
1123.5	483.4	489
1123.89	486.8	489
1124.26	475.2	476.4
1124.63	481.4	477.8
1125	484	487
1125.4	479.8	481.8
1125.77	478.4	476.4
1126.14	470.2	479.4
1126.51	482.4	482.8
1126.88	487.6	486.8
1127.26	483.8	477.8
1127.63	466.8	472
1128.02	476	477
1128.4	479.8	484
1128.77	482.2	479.4
1129.14	479.2	487
1129.52	483	485.4
1129.89	482.2	489.4
1130.26	471.2	478.4
1130.64	478.2	473.4
1131.01	479.2	480.6
