-0.374412	-0.417727	-0.415179	-0.410186	-0.356274	-0.469301	-0.296547	-0.544058	-0.217271	-0.664535	-0.322275	-0.400672	-0.428949	-0.269975	-0.459385	-0.283444	-0.547350	-0.126944	-0.386813	-0.310400	-0.547238	-0.449033	-0.375637	-0.456886	-0.247441	-0.429838	-0.287404	-0.298411	-0.396745	-0.303006	-0.409165	-0.239734	-0.119796	-0.412603	-0.333866	0.060458	-0.369402	-0.128399	-0.141195	-0.171834	-0.089550	-0.204298	0.042969	-0.037162	-0.120070	-0.094703	-0.329621	-0.004393	-0.072092	-0.168881	-0.140204	0.091635	-0.067198	-0.114290	0.032206	0.013487	-0.140529	0.253348	-0.068717	-0.165202	0.049486	-0.212584	-0.215046	-0.046622	0.001568	-0.045671	0.018217	-0.109914	-0.169360	-0.010372	-0.130634	0.015899	0.059525	0.060628	0.014822	0.093172	0.303664	-0.028073	0.219886	0.072890	0.257726	0.233205	3.200185	105.531794	55.633852	2.700674	0.305948	0.374706	0.035295	-0.017597	0.144119	-0.106620	-0.037191	-0.092566	-0.107910	0.025960	-0.041959	-0.131159	0.327130	-0.065541	-0.049481	-0.090619	-0.288899	-0.230066	-0.262785	0.071559	-0.084877	-0.189812	0.024306	-0.175473	-0.252380	-0.314165	-0.304108	0.065023	-0.454561	-0.410369	0.040393	-0.445033	-0.357767	-0.209742	-0.361524	-0.101674	-0.545309	-0.296388	-0.296419	-0.109845	-0.428915	0.154609
-0.411335	-0.460643	-0.330223	-0.468087	-0.489100	-0.473256	-0.292510	-0.492069	-0.318129	-0.578580	-0.237319	-0.270761	-0.353983	-0.227976	-0.432372	-0.307380	-0.603253	-0.298731	-0.274884	-0.341329	-0.684060	-0.449991	-0.320651	-0.492809	-0.361287	-0.496730	-0.300351	-0.297372	-0.509591	-0.384883	-0.496037	-0.297635	-0.251623	-0.502473	-0.377781	0.169390	-0.342389	0.059454	-0.295999	-0.102862	-0.135464	-0.300161	-0.198748	-0.181976	-0.234914	-0.173583	-0.222687	0.025617	-0.048075	-0.223785	-0.145158	-0.133099	-0.214010	-0.056307	-0.161559	-0.041418	-0.251378	0.030611	-0.309436	-0.211115	-0.025399	-0.158597	-0.158062	-0.061566	-0.025365	-0.051624	-0.011712	-0.352630	-0.271217	0.092566	-0.041682	-0.142901	0.055569	0.009719	-0.029093	-0.125568	0.094914	-0.104955	0.148998	-0.069926	0.254770	0.078401	3.803622	129.063304	21.015511	1.043373	0.184111	0.388733	-0.032596	-0.043530	0.205099	-0.257429	0.083729	-0.417201	0.008015	-0.045927	-0.085874	-0.216033	0.286212	-0.083483	-0.112378	-0.202467	-0.284862	-0.346908	-0.212794	0.025645	-0.184736	-0.301659	-0.122507	-0.215393	-0.174418	-0.384054	-0.218153	-0.062808	-0.519456	-0.458280	0.119355	-0.457979	-0.392691	-0.317593	-0.355490	-0.323412	-0.464349	-0.356288	-0.422253	-0.283630	-0.449853	0.122681
-0.167681	-0.256949	-0.392263	-0.334323	-0.177514	-0.249582	-0.167738	-0.326337	-0.204345	-0.437824	-0.324334	-0.287847	-0.229210	-0.168138	-0.276630	-0.129660	-0.387571	-0.061071	-0.263997	-0.259513	-0.476370	-0.276267	-0.334740	-0.497906	-0.135615	-0.317012	-0.107646	-0.172599	-0.390813	-0.133237	-0.284351	-0.221814	-0.113864	-0.375702	-0.267993	0.248208	-0.254579	-0.006583	-0.131266	-0.082984	0.045253	-0.266297	0.151799	-0.038222	-0.133118	0.048093	-0.172840	0.156384	-0.055170	0.034854	-0.071334	0.009656	0.050623	0.118416	-0.079744	0.049389	-0.013718	0.184355	-0.155692	-0.145283	0.050423	0.010131	-0.069253	0.194076	0.040467	-0.022756	0.106068	-0.022063	-0.182408	0.241315	-0.065761	0.107746	0.030492	-0.074299	0.159616	0.011192	0.190716	-0.007155	0.268776	0.088813	0.496426	0.267110	3.794529	130.078186	4.852572	0.592721	0.267925	0.420599	0.115153	0.090233	0.202999	-0.037751	0.079631	-0.288432	0.200720	0.149775	0.005932	0.092556	0.317079	0.009322	-0.045547	-0.044727	-0.065184	-0.140217	-0.152956	0.084484	-0.071951	-0.039024	0.019249	-0.015695	-0.139555	-0.104436	-0.171302	0.128898	-0.321756	-0.294546	0.230141	-0.325214	-0.254931	-0.096916	-0.287660	0.047116	-0.485430	-0.237509	-0.302475	-0.094921	-0.133272	0.348353
-0.248639	-0.275970	-0.299395	-0.289407	-0.344386	-0.273597	-0.364580	-0.481222	-0.143445	-0.525775	-0.105592	-0.131043	-0.273206	-0.153193	-0.199746	-0.045783	-0.458539	-0.129043	-0.271030	-0.320491	-0.520365	-0.216366	-0.281832	-0.465978	-0.234555	-0.377991	-0.168624	-0.225585	-0.363879	-0.098311	-0.228446	-0.108966	-0.137879	-0.274842	-0.115186	0.118299	-0.319553	0.068303	0.020543	0.040852	0.102157	-0.082520	0.031879	0.033667	0.031678	-0.022876	-0.049003	0.173328	0.026709	-0.001150	-0.020424	0.084542	-0.033332	0.136359	0.007130	0.114285	0.155074	0.148352	-0.051835	-0.093374	0.103331	-0.085812	-0.065296	0.091139	0.161307	0.075107	0.185948	-0.094031	-0.100529	0.210307	0.018116	0.151663	0.206277	0.135452	0.171565	0.150014	0.330537	-0.048154	0.311694	0.006855	0.292591	0.372964	2.843441	99.067158	3.307078	0.504769	0.257895	0.308672	0.149080	0.032252	0.199962	0.133039	0.184487	-0.121638	0.225656	0.046838	0.095802	0.125484	0.306050	0.036256	0.082286	-0.014796	-0.119170	-0.052344	-0.089060	-0.001469	-0.111951	-0.144958	0.154075	0.056194	0.028238	-0.179400	-0.064448	0.176810	-0.257859	-0.252627	0.217115	-0.315263	-0.292933	-0.085967	-0.186800	-0.062814	-0.567387	-0.091694	-0.347469	-0.107948	-0.257188	0.206456
-0.229422	-0.325684	-0.301157	-0.272188	-0.185309	-0.244390	-0.270438	-0.463004	0.061586	-0.588476	-0.028433	-0.201736	-0.224019	-0.125984	-0.189520	-0.085507	-0.355406	0.042022	-0.220844	-0.189386	-0.491158	-0.166180	-0.166711	-0.347860	-0.152401	-0.363769	-0.080476	-0.150424	-0.394612	-0.109064	-0.219219	-0.132706	-0.053727	-0.138742	-0.182882	0.080573	-0.197439	0.182425	-0.114086	0.023106	-0.008496	-0.109257	0.010137	-0.048016	0.025920	0.010327	-0.033782	0.236501	0.168803	0.000085	-0.044164	0.034828	0.056814	0.121610	0.028345	0.169466	0.034431	0.255481	-0.051599	-0.062169	0.158512	0.001337	0.026848	0.209257	0.031673	0.038380	0.119251	-0.012876	-0.068325	0.373380	0.086284	0.169881	0.115604	0.088735	0.054918	0.148252	0.279824	-0.045920	0.249991	0.135963	0.345774	0.367206	2.007513	65.480980	2.630990	0.321189	0.162227	0.277939	0.105360	-0.087392	0.094304	0.240168	0.022885	-0.137386	0.198919	0.102019	0.095039	0.025820	0.347245	-0.070401	-0.017378	-0.027547	-0.040013	-0.101059	-0.064848	0.056709	-0.060766	-0.039827	0.051414	0.091395	-0.081416	-0.137206	-0.163113	0.110113	-0.301579	-0.351292	0.215353	-0.200142	-0.173816	-0.072744	-0.193557	0.004355	-0.386332	-0.099450	-0.351229	-0.056763	-0.196013	0.153745
-0.227062	-0.175472	-0.247848	-0.320778	-0.111021	-0.250022	-0.209137	-0.341763	-0.165824	-0.514188	-0.111987	-0.184391	-0.241639	0.039213	-0.031316	-0.113117	-0.373026	-0.001572	-0.224478	-0.196017	-0.491796	-0.225759	-0.127388	-0.372473	-0.113078	-0.351419	-0.058136	-0.122090	-0.350294	-0.237574	-0.239836	-0.092384	-0.027391	-0.326192	-0.244458	0.290725	-0.339934	0.114855	-0.089749	0.084407	-0.001141	-0.171832	0.010499	0.100198	0.035272	0.015684	-0.153300	0.122977	0.164170	0.134313	0.083071	0.116109	-0.050717	0.213880	-0.071193	0.194803	0.076751	0.270828	-0.033255	-0.028840	0.021012	-0.052247	-0.065698	0.113715	0.104962	-0.016203	0.206526	-0.008518	-0.151879	0.230885	0.047685	0.242171	0.206875	0.170016	0.194141	0.002760	0.228237	0.048348	0.356247	0.179281	0.520961	0.320615	1.257625	29.949874	1.914070	0.347525	0.068683	0.389189	0.038789	0.024858	0.076684	0.302468	0.019250	-0.060101	0.222257	0.143340	0.138358	-0.052740	0.491463	0.085805	-0.020013	-0.023189	0.106203	-0.144654	0.053396	0.246881	-0.028436	0.068427	0.069758	-0.068083	-0.069066	-0.234747	-0.107807	0.255330	-0.178340	-0.289991	0.269661	-0.254726	-0.180447	-0.227227	-0.107281	-0.080198	-0.398957	-0.248938	-0.308909	-0.180277	-0.163683	0.231030
-0.128417	-0.258645	-0.256097	-0.364990	-0.040348	-0.193335	-0.213389	-0.361000	-0.111136	-0.383575	0.028616	-0.110721	-0.172964	-0.094909	-0.215388	-0.084402	-0.374281	-0.087742	-0.172786	-0.270200	-0.517027	-0.217024	-0.195576	-0.369732	-0.083364	-0.326700	-0.074376	-0.144324	-0.373527	-0.095972	-0.227106	0.012255	-0.060614	-0.268506	-0.231727	0.190569	-0.209321	0.160553	-0.081014	0.029206	0.021580	-0.260001	0.077176	0.025017	0.083967	-0.071485	-0.180529	0.184659	0.071006	-0.137671	0.015881	-0.032999	0.015960	0.110727	-0.068452	0.190551	0.156415	0.257585	-0.061483	-0.173952	0.177599	-0.040515	0.048931	-0.033394	0.113697	0.027497	0.112364	-0.076706	0.011701	0.171688	0.142334	0.187968	0.192633	0.309620	0.186891	0.148358	0.329879	-0.085774	0.451895	0.097107	0.408816	0.313366	0.504122	2.843724	0.442285	0.325291	0.123372	0.261061	0.024547	0.138488	0.132372	0.226288	0.037975	-0.010407	0.180043	0.187040	0.139101	-0.069979	0.303395	0.050584	-0.052238	-0.036432	-0.057889	-0.107947	-0.037769	0.170701	-0.024696	0.041198	0.082489	-0.055352	-0.017374	-0.168070	-0.136035	0.164165	-0.234540	-0.166371	0.261413	-0.213024	-0.353530	-0.113597	-0.257387	0.057408	-0.426187	-0.328116	-0.245230	-0.086627	-0.222880	0.253750
-0.191565	-0.235879	-0.267296	-0.259306	-0.207392	-0.205534	-0.265548	-0.501071	0.004538	-0.412757	-0.142424	-0.337705	-0.244104	-0.030185	-0.271543	-0.143554	-0.440426	0.010948	-0.205964	-0.200480	-0.519235	-0.260191	-0.236746	-0.341971	-0.167491	-0.404833	-0.115546	-0.145534	-0.326785	-0.305973	-0.260283	-0.111832	-0.102783	-0.321664	-0.196973	0.325223	-0.274467	0.098404	-0.046259	0.022002	0.016374	-0.094377	0.085956	0.016814	0.037803	0.099133	-0.039881	0.161471	0.139727	0.057922	0.143543	0.037720	-0.011223	0.275351	-0.029702	0.209321	-0.079560	0.211420	-0.080675	0.053610	0.197368	0.097136	0.063706	0.163198	0.263336	0.211102	0.159106	0.122883	-0.042456	0.305343	0.155110	0.228717	0.180434	0.243475	0.258609	0.061234	0.390608	0.003925	0.476660	0.152840	0.444570	0.411057	0.577837	0.661695	0.358158	0.354051	0.139145	0.343768	0.134226	0.144271	0.293000	0.081222	0.237565	0.128243	0.180831	0.225791	0.124904	0.029711	0.340147	0.157266	0.005494	-0.072607	-0.122036	-0.067198	0.023958	0.098562	-0.078853	0.073954	0.177183	0.065316	0.011386	-0.104344	-0.145236	0.193924	-0.336649	-0.316432	0.363100	-0.313135	-0.267827	-0.164757	-0.290565	0.042212	-0.428395	-0.212442	-0.316369	-0.157767	-0.070243	0.379414
-0.190262	-0.293516	-0.217042	-0.223038	-0.219076	-0.263172	-0.033476	-0.458808	-0.088065	-0.466399	-0.160102	-0.224513	-0.271771	-0.034875	-0.115395	-0.069324	-0.406156	-0.084651	-0.192672	-0.225151	-0.397053	-0.235911	-0.229449	-0.226781	-0.162192	-0.245687	-0.129228	-0.138237	-0.291515	-0.114859	-0.154085	-0.092546	0.028391	-0.249432	-0.191673	0.245607	-0.233204	0.188618	-0.165835	-0.020650	-0.020285	-0.166001	0.092255	0.043093	-0.160694	-0.095368	-0.026589	0.127809	0.108063	0.030255	0.088902	0.025037	0.120949	0.233697	0.075498	0.113721	-0.017318	0.215720	-0.155296	-0.042989	0.095774	-0.000462	0.004070	0.133532	0.336567	0.055562	0.204366	-0.006682	-0.191003	0.305647	0.095475	0.215035	0.341577	0.079943	0.124048	0.188412	0.291012	0.035199	0.341100	0.208090	0.350968	0.240532	0.491229	1.807853	0.170650	0.193516	0.044544	0.230186	0.131533	0.200519	0.225373	0.209399	0.289817	0.098577	0.199118	0.043278	0.127207	-0.047907	0.233558	0.050677	-0.073123	0.084540	-0.016836	-0.077883	-0.100612	0.184780	-0.080546	-0.084582	0.149515	0.060625	0.044657	-0.061083	-0.145931	0.075348	-0.199482	-0.202242	0.452316	-0.337805	-0.260529	-0.129488	-0.217334	0.019539	-0.464055	-0.213137	-0.186195	-0.092527	-0.082926	0.269828
-0.137575	-0.301769	-0.245275	-0.182340	-0.209347	-0.326370	-0.147622	-0.420108	0.076510	-0.511614	-0.033489	-0.291707	-0.352951	-0.151020	-0.180590	-0.152501	-0.398425	-0.064932	-0.091035	-0.201436	-0.362349	-0.201207	-0.157781	-0.378890	-0.212403	-0.183011	-0.189429	-0.269367	-0.425642	-0.024211	-0.194306	-0.091808	-0.178663	-0.143798	-0.175950	0.361231	-0.159538	0.222324	-0.175087	-0.031900	-0.016549	-0.133295	0.090995	0.078796	0.038845	-0.085638	0.018105	0.157519	0.072837	0.066957	-0.019251	0.031769	0.086722	0.234436	0.004308	0.064510	-0.068527	0.201474	-0.042669	0.096610	0.138471	-0.053669	0.114698	0.040365	0.323320	-0.004638	0.122187	0.046004	-0.084371	0.260432	0.177132	0.241747	0.212446	0.183578	0.212698	0.176163	0.373668	0.079893	0.342837	0.129907	0.470587	0.208304	1.294165	16.504895	0.792767	0.228221	0.110218	0.309845	0.190214	-0.017523	-0.005657	0.282065	-0.113041	0.025390	0.171884	0.168891	0.024049	0.023760	0.458073	0.078389	-0.025432	0.030334	-0.100014	-0.144078	-0.095878	0.178526	0.006106	-0.036891	0.110294	0.092333	0.038403	-0.194211	0.000661	0.071091	-0.246695	-0.266439	0.411096	-0.224180	-0.243807	-0.151726	-0.165646	0.005293	-0.315465	-0.125485	-0.294348	-0.040840	-0.132138	0.346491
