# y_exit	z_exit	x_start	y_start	z_start	px_start	py_start	pz_start	reflCoCl	reflClCl	wl	gpsPosX	length_core	length_clad	rayleighScatterings
0.01793667	0.00745219	1399.99969482	0.02407649	0.01139563	0.96141773	-0.25915512	0.09227419	1848.00000000	0.00000000	547.96624756	1400.00000000	1456.20324707	0.00000000	0.00000000
0.00882567	0.04857635	1400.02186584	-0.02813542	-0.07891750	0.93811446	-0.00525631	0.34628546	2437.00000000	0.00000000	502.99011230	1400.00000000	1492.33239746	0.00000000	0.00000000
0.09362810	-0.06513724	1399.31156921	-0.03933883	-0.01121913	0.92516500	-0.37190107	-0.07589042	0.00000000	2198.00000000	553.19549561	1400.00000000	1272.50634766	224.48731995	0.00000000
0.07022682	-0.00302328	1400.00805664	0.03091365	0.07048604	0.96633178	-0.13646714	0.21812749	2077.00000000	0.00000000	527.59057617	1400.00000000	1448.76892090	0.00000000	0.00000000
0.04525062	0.18423299	1400.08673096	0.09964906	0.16715294	0.96629828	-0.07130028	-0.24735391	1741.00000000	0.00000000	505.74932861	1400.00000000	1448.91870117	0.00000000	0.00000000
0.03333664	0.04016792	1398.89677429	0.07760178	0.07313415	0.98063141	-0.13782549	-0.13916242	1270.00000000	0.00000000	547.93383789	1400.00000000	1426.51245117	0.00000000	0.00000000
-0.01343730	-0.09670706	1399.99995422	0.08145053	-0.04921233	0.94383568	-0.22747377	-0.23964548	4166.00000000	0.00000000	493.35107422	1400.00000000	1483.24401855	0.00000000	0.00000000
0.01372868	0.00602133	1400.02833557	-0.08412281	-0.02202358	0.95580834	0.29158580	0.03752553	1967.00000000	0.00000000	496.44421387	1400.00000000	1464.77124023	0.00000000	0.00000000
-0.10816890	0.12687616	1005.05596924	-0.09829015	0.12834580	0.83498347	0.52544087	-0.16344583	0.00000000	3177.00000000	463.95651245	1400.00000000	1023.32318115	167.92666626	0.00000000
0.00865128	-0.03695446	1400.09121704	0.06954572	0.05788660	0.92172527	0.25810522	0.28948951	0.00000000	2274.00000000	505.87231445	1400.00000000	1274.55090332	228.15899658	0.00000000
-0.04965037	0.07629823	1399.99328613	-0.00025509	0.00831367	0.96813935	-0.09541747	0.23152053	1647.00000000	0.00000000	451.35733032	1400.00000000	1446.08862305	0.00000000	0.00000000
-0.01111278	-0.00505245	1399.93215942	-0.04520059	-0.02271530	0.93225014	0.30998567	0.18659723	2471.00000000	0.00000000	469.16787720	1400.00000000	1501.65502930	0.00000000	0.00000000
0.06766853	-0.28482741	1345.24504852	0.05478913	-0.14234923	0.80655551	0.47336546	0.35410917	12556.00000000	0.00000000	445.65246582	1400.00000000	1667.74523926	0.00000000	0.00000000
0.03560378	-0.06773771	1400.01103210	0.03598984	0.00240249	0.88149768	-0.13422617	0.45270872	0.00000000	3177.00000000	442.44213867	1400.00000000	1401.81396484	173.19404602	0.00000000
0.02807002	-0.08455932	1400.02093506	0.09755372	-0.01853582	0.93904161	0.32408863	0.11474919	2617.00000000	0.00000000	555.53826904	1400.00000000	1490.87060547	0.00000000	0.00000000
-0.15503456	-0.21129319	1399.93617249	-0.07628775	-0.13551010	0.94678831	0.15712023	0.28090060	2192.00000000	0.00000000	438.24606323	1400.00000000	1478.61730957	0.00000000	0.00000000
-0.02018785	0.10934167	1399.81353760	0.03763054	-0.07085242	0.84819472	-0.52953702	0.01250052	0.00000000	4171.00000000	451.67510986	1400.00000000	1334.07348633	294.14739990	0.00000000
0.10695730	0.03357007	1399.99429321	0.06683919	-0.02341729	0.83918178	-0.20030816	-0.50561905	0.00000000	4434.00000000	512.27185059	1400.00000000	1378.30078125	270.73675537	0.00000000
-0.03535095	0.01949308	1399.99198914	0.08995132	0.04750869	0.93089831	-0.25063229	-0.26572883	2616.00000000	0.00000000	456.35281372	1400.00000000	1503.94543457	0.00000000	0.00000000
-0.05165307	0.07424760	1399.99577332	0.00187249	0.01286285	0.89985520	0.18642151	0.39434457	0.00000000	2755.00000000	562.37731934	1400.00000000	1394.41979980	150.99990845	0.00000000
-0.26690555	-0.35626578	1399.72523499	-0.30995718	-0.33085117	0.99851108	-0.03828873	0.03885341	368.00000000	0.00000000	484.23910522	1400.00000000	1401.81323242	0.00000000	0.00000000
0.18229792	0.28042358	1400.00471497	0.12439418	0.11177389	0.85993510	0.38153601	-0.33903086	5602.00000000	0.00000000	517.18017578	1400.00000000	1628.11291504	0.00000000	0.00000000
0.10167532	-0.04832918	1399.99540710	-0.05186567	0.02753534	0.89437252	0.40800628	-0.18338108	0.00000000	2865.00000000	521.57763672	1400.00000000	1405.57348633	149.20155334	0.00000000
-0.00558891	0.07543459	517.95446777	0.07792491	-0.00859740	0.94516361	0.20072037	0.25763750	1024.00000000	0.00000000	504.24249268	1400.00000000	548.00933838	0.00000000	0.00000000
-0.07808942	0.05369483	1400.00016785	-0.08402550	-0.04937175	0.99344558	-0.00924279	0.11393201	1214.00000000	0.00000000	470.50976562	1400.00000000	1409.22937012	0.00000000	0.00000000
-0.07978719	0.02106461	1400.00930786	0.01502944	-0.08300626	0.93017554	0.33672979	0.14624131	3775.00000000	0.00000000	446.88528442	1400.00000000	1505.06298828	0.00000000	0.00000000
-0.05952994	-0.00071584	1400.02165222	0.03110554	-0.00389538	0.99436218	0.10161068	0.03031814	683.00000000	0.00000000	495.04953003	1400.00000000	1407.96362305	0.00000000	0.00000000
0.03378198	0.07686753	1399.98223877	-0.02957701	-0.02709510	0.94500357	0.26884750	-0.18625057	2356.00000000	0.00000000	476.70501709	1400.00000000	1481.45690918	0.00000000	0.00000000
0.06758323	0.04220255	1400.02636719	0.08611672	0.00663250	0.80300862	-0.23552567	-0.54745305	0.00000000	5377.00000000	503.70593262	1400.00000000	1426.88769531	295.39578247	0.00000000
0.04918307	0.07029813	1950.90039062	0.06311643	0.06969281	0.90257406	0.41281980	-0.12222862	6635.00000000	0.00000000	507.00659180	1400.00000000	2161.51611328	0.00000000	0.00000000
0.02279354	0.05395966	1399.98426819	0.05838471	0.03528918	0.95682132	-0.09559494	-0.27450776	2105.00000000	0.00000000	460.90808105	1400.00000000	1463.16455078	0.00000000	0.00000000
0.03073453	-0.02624403	1399.98883057	-0.08869097	-0.01681907	0.87288946	0.38799319	0.29584670	0.00000000	3416.00000000	524.63775635	1400.00000000	1423.57836914	168.46247864	0.00000000
0.07739038	0.07147105	1400.02207947	-0.09080090	0.01643658	0.78618777	-0.34473416	-0.51290071	0.00000000	5887.00000000	511.47775269	1400.00000000	1345.84045410	406.01910400	0.00000000
0.03839811	0.03797291	1399.98297119	-0.03977433	-0.10027817	0.97654819	0.01799750	-0.21454525	1560.00000000	0.00000000	469.66867065	1400.00000000	1433.57873535	0.00000000	0.00000000
-0.07938194	-0.01951273	1400.07235718	0.00885051	0.03094244	0.88005090	-0.42816114	-0.20539832	0.00000000	3156.00000000	460.30831909	1400.00000000	1425.14770508	154.22972107	0.00000000
-0.09507204	-0.04703344	1399.98034668	-0.10128371	-0.02449478	0.81013989	-0.20889279	0.54775643	13461.00000000	0.00000000	496.66021729	1400.00000000	1728.25830078	0.00000000	0.00000000
0.10838483	0.00849191	1399.99884033	-0.04454044	-0.02343903	0.87370646	0.08224551	0.47945046	0.00000000	3360.00000000	490.32678223	1400.00000000	1420.77343750	169.32154846	0.00000000
-0.09862570	-0.02687784	1399.98184204	0.07437280	-0.06610348	0.99362147	-0.06140755	-0.09458053	1614.00000000	0.00000000	496.45971680	1400.00000000	1408.99682617	0.00000000	0.00000000
-0.05143987	0.03071526	1400.00000000	0.10005154	0.02316405	0.87354094	-0.47950655	0.08366418	0.00000000	3341.00000000	436.21493530	1400.00000000	1413.88073730	175.39833069	0.00000000
0.09934392	-0.03356033	1399.99624634	0.02284945	-0.09476026	0.86750543	-0.46831515	-0.16767609	7714.00000000	0.00000000	492.93234253	1400.00000000	1613.97363281	0.00000000	0.00000000
-0.07513285	-0.07357725	1400.00175476	-0.08223569	0.04762696	0.97744936	0.09640971	0.18787742	2720.00000000	0.00000000	568.57031250	1400.00000000	1432.26367188	0.00000000	0.00000000
0.07386252	-0.03019101	1399.98707581	-0.04923156	-0.07116180	0.83694535	0.53888404	-0.09553218	0.00000000	4407.00000000	445.04882812	1400.00000000	1194.55480957	444.56814575	0.00000000
0.04284371	0.08945467	1400.00598145	0.02199984	0.00585732	0.89970797	0.20793794	0.38378036	0.00000000	2741.00000000	475.49786377	1400.00000000	1379.99890137	164.06144714	0.00000000
0.12451408	-0.30825278	1399.93754578	0.07531472	-0.18892387	0.86349541	-0.03866062	0.50287282	0.00000000	3787.00000000	557.40710449	1400.00000000	1384.39526367	221.63833618	0.00000000
-0.08209933	-0.03078904	1399.98884583	-0.06749739	0.05580660	0.80264980	-0.40162247	-0.44096792	7800.00000000	0.00000000	428.75656128	1400.00000000	1744.28625488	0.00000000	0.00000000
0.16839573	-0.25292787	1399.97836304	0.14646403	-0.11486316	0.90678823	-0.42138523	0.01302290	3777.00000000	0.00000000	464.31564331	1400.00000000	1508.25781250	0.00000000	1.00000000
0.00088294	-0.11353543	1400.00415039	-0.06911353	-0.00019211	0.83817697	-0.02593353	0.54478145	0.00000000	4458.00000000	524.00518799	1400.00000000	1397.79833984	254.55006409	0.00000000
-0.04068888	-0.06996929	1399.96548462	0.03596067	0.04682032	0.93623435	-0.34439901	0.06967497	2726.00000000	0.00000000	483.57797241	1400.00000000	1495.33422852	0.00000000	0.00000000
-0.02383392	-0.06988310	1400.00030518	-0.04724694	-0.07127696	0.95185602	-0.11861786	0.28266585	2687.00000000	0.00000000	455.36254883	1400.00000000	1470.83386230	0.00000000	0.00000000
0.01430921	0.04237290	1399.99864197	0.00293865	-0.04656207	0.95568901	-0.28114957	0.08725512	2135.00000000	0.00000000	459.34368896	1400.00000000	1464.94580078	0.00000000	0.00000000
-0.03993799	-0.09241775	1373.75159454	0.06516526	0.08853583	0.92814833	0.36318481	-0.08147061	6208.00000000	0.00000000	470.82641602	1400.00000000	1480.09265137	0.00000000	0.00000000
-0.05868899	0.19141392	1399.83729553	-0.11025780	0.25154030	0.95055526	0.21702123	0.22214067	2088.00000000	0.00000000	463.66412354	1400.00000000	1472.63903809	0.00000000	0.00000000
-0.05565702	0.08213686	1400.00305176	0.07135245	-0.01188384	0.90420437	-0.16769385	-0.39280176	3908.00000000	0.00000000	508.29827881	1400.00000000	1548.37304688	0.00000000	0.00000000
0.04621616	0.02095441	1400.04692078	0.01893974	0.03768204	0.87919039	0.15741728	-0.44971550	0.00000000	3186.00000000	480.74914551	1400.00000000	1422.94323730	157.99481201	0.00000000
0.33484524	-0.00592919	1399.98156738	0.21935265	0.08497909	0.51061124	0.78841323	0.34304631	1541.00000000	0.00000000	449.17321777	1400.00000000	1455.82812500	0.00000000	1.00000000
0.08515944	-0.03178750	1403.51638794	0.07606246	-0.05172410	0.96655208	-0.19304726	-0.16884863	2881.00000000	0.00000000	507.73171997	1400.00000000	1452.11657715	0.00000000	0.00000000
-0.06827863	0.07422118	1400.00619507	-0.09665108	0.04680973	0.86232960	0.24141972	-0.44508898	3592.00000000	100.00000000	537.95513916	1400.00000000	1514.08923340	6.13467169	1.00000000
-0.01978612	-0.04209803	1400.02388000	-0.02727480	-0.05359442	0.95068699	-0.08323465	0.29877448	2234.00000000	0.00000000	468.12896729	1400.00000000	1472.62719727	0.00000000	0.00000000
-0.03128081	-0.03397920	1399.95413208	0.01643006	-0.02534226	0.94053251	-0.20729251	0.26912534	2299.00000000	0.00000000	445.71621704	1400.00000000	1488.46569824	0.00000000	0.00000000
0.10525499	0.00562086	1183.95835114	-0.05094621	-0.01682957	0.95854473	0.13991830	0.24822342	1693.00000000	0.00000000	531.39288330	1400.00000000	1235.16906738	0.00000000	0.00000000
0.05264378	0.01181581	1399.93775940	0.01535055	0.05546892	0.88231581	0.35359216	0.31063068	0.00000000	3120.00000000	497.01406860	1400.00000000	1415.47216797	159.67587280	0.00000000
0.04078942	0.04439251	1400.00366211	-0.05071992	0.03459930	0.90209848	-0.33976936	-0.26603591	0.00000000	2182.00000000	467.58624268	1400.00000000	966.14117432	545.49267578	0.00000000
-0.01814028	-0.07904544	1400.00482178	-0.05444487	0.00884505	0.92776036	-0.33004537	-0.17415738	2685.00000000	0.00000000	510.15692139	1400.00000000	1509.05554199	0.00000000	0.00000000
-0.01360209	0.00510250	1400.03198242	0.01512549	-0.03846605	0.94961518	-0.13707373	0.28185415	2101.00000000	0.00000000	473.24060059	1400.00000000	1474.34375000	0.00000000	0.00000000
-0.06696097	0.02326337	1400.01034546	-0.05609274	-0.04348876	0.87709326	-0.00661336	0.48027456	0.00000000	3386.00000000	461.53982544	1400.00000000	1341.07275391	237.47911072	0.00000000
