# y_exit	z_exit	x_start	y_start	z_start	px_start	py_start	pz_start	reflCoCl	reflClCl	wl	gpsPosX	length_core	length_clad	rayleighScatterings
0.04421047	0.00648008	1800.00311279	0.02860770	-0.01369372	0.99332207	-0.08049909	-0.08265066	988.00000000	0.00000000	487.65472412	1800.00000000	1812.11364746	0.00000000	0.00000000
-0.07279991	0.04266452	1799.85253906	0.03269797	-0.09747658	0.87076288	-0.14783426	-0.46895313	0.00000000	4646.00000000	480.47702026	1800.00000000	1726.00134277	317.76834106	0.00000000
-0.03111361	-0.01604368	1799.94616699	0.03483669	-0.07573801	0.93485397	0.26436824	-0.23697567	3259.00000000	0.00000000	520.72961426	1800.00000000	1925.32177734	0.00000000	0.00000000
-0.10417452	0.02786517	1799.99829102	-0.09572528	0.02200356	0.99382204	0.04793580	0.10009956	1861.00000000	0.00000000	454.44653320	1800.00000000	1811.20349121	0.00000000	0.00000000
0.09942932	0.03402014	1799.99340820	0.08309456	-0.06555908	0.93902540	-0.05064542	-0.34009755	5444.00000000	0.00000000	471.10845947	1800.00000000	1916.73681641	0.00000000	0.00000000
0.02126400	-0.10891360	1799.99633789	-0.05005719	0.00197460	0.92332941	-0.33162048	-0.19362509	0.00000000	2686.00000000	482.31625366	1800.00000000	1497.60791016	421.14065552	0.00000000
-0.10298206	-0.03214929	1800.00189209	0.03432509	0.00181360	0.93476933	-0.24705499	0.25528431	3200.00000000	0.00000000	511.96337891	1800.00000000	1925.56994629	0.00000000	0.00000000
0.08911254	-0.19833560	1800.07501221	0.19784339	-0.15252127	0.98171902	0.16385709	0.09684324	1608.00000000	0.00000000	460.57095337	1800.00000000	1833.61303711	0.00000000	0.00000000
-0.08074735	0.05299076	1799.97021484	0.02958779	-0.08889193	0.80127668	-0.49540475	-0.33545470	10672.00000000	0.00000000	507.99984741	1800.00000000	2246.16967773	0.00000000	0.00000000
-0.07526972	-0.05846436	1799.99102783	-0.07574750	0.07671499	0.86326993	-0.10937816	-0.49274886	8429.00000000	0.00000000	477.74618530	1800.00000000	2084.98071289	0.00000000	0.00000000
-0.00692494	0.03258820	1800.00054932	0.04021495	0.02427926	0.98700893	0.08473100	0.13650632	1358.00000000	0.00000000	496.11901855	1800.00000000	1823.71838379	0.00000000	0.00000000
-0.10961177	-0.02470759	1799.99871826	-0.03025938	-0.00948272	0.91299325	-0.14406301	-0.38169253	0.00000000	3200.00000000	504.72161865	1800.00000000	1691.80212402	261.04241943	0.00000000
-0.18375270	0.12120949	1799.90948486	-0.06389739	0.18969595	0.97153121	-0.20607316	-0.11688006	2276.00000000	0.00000000	498.30926514	1800.00000000	1852.68005371	0.00000000	0.00000000
0.02623782	0.10176176	1800.02618408	0.09260418	-0.03660668	0.99060678	0.13306387	-0.03149927	1140.00000000	0.00000000	469.14779663	1800.00000000	1817.07263184	0.00000000	0.00000000
0.04980952	-0.09421977	1799.98730469	-0.07955896	-0.06997572	0.99503922	0.08183417	-0.05656934	2299.00000000	0.00000000	480.35192871	1800.00000000	1808.97717285	0.00000000	0.00000000
0.02459523	0.07950363	1800.02044678	0.08103364	0.01394165	0.87812006	-0.24317107	0.41203523	6232.00000000	0.00000000	449.91149902	1800.00000000	2049.74536133	0.00000000	0.00000000
0.05769319	-0.00644998	1800.03277588	0.01298262	-0.05658977	0.90986836	0.39987376	0.11063707	4391.00000000	0.00000000	536.78790283	1800.00000000	1978.38989258	0.00000000	0.00000000
0.13184004	0.20511334	1800.02001953	0.13117753	0.21310985	0.93703479	-0.02522118	0.34832418	3054.00000000	0.00000000	514.05450439	1800.00000000	1921.01086426	0.00000000	0.00000000
-0.03421959	0.01427042	1800.01220703	0.02126994	0.06979682	0.95226139	0.22457984	0.20679021	2785.00000000	0.00000000	505.47152710	1800.00000000	1890.28381348	0.00000000	0.00000000
-0.07124580	0.03696384	1799.98376465	0.05496862	0.07887308	0.88739765	-0.37518579	-0.26788259	0.00000000	3949.00000000	464.63940430	1800.00000000	1790.88098145	221.16929626	0.00000000
-0.02303240	-0.06743965	1799.99719238	0.03524186	-0.00926491	0.89855021	-0.40222752	-0.17555785	0.00000000	3560.00000000	472.17242432	1800.00000000	1770.48913574	216.76762390	0.00000000
