# y_exit	z_exit	x_start	y_start	z_start	px_start	py_start	pz_start	reflCoCl	reflClCl	wl	gpsPosX	length_core	length_clad	rayleighScatterings
0.07757026	0.04625422	1299.97052383	-0.07057896	-0.08405496	0.90632737	-0.10309897	0.40980649	4683.00000000	0.00000000	519.76776123	1300.00000000	1434.38549805	0.00000000	0.00000000
-0.01366511	0.08216655	1300.00340652	-0.10465858	-0.02418187	0.85371906	0.25240403	0.45547330	5238.00000000	0.00000000	477.02984619	1300.00000000	1522.68859863	0.00000000	0.00000000
-0.07050342	-0.07946167	1300.04064560	-0.05620766	-0.09158555	-0.96684879	0.25327939	-0.03244865	3417.00000000	0.00000000	470.50949097	1300.00000000	1432.62316895	0.00000000	1.00000000
0.06907850	0.01875987	1300.02509689	-0.06215254	0.04048945	0.84865063	-0.12543039	-0.51386702	0.00000000	3852.00000000	440.39825439	1300.00000000	1231.25280762	279.31298828	0.00000000
-0.04034692	0.20396771	1299.97349167	-0.11350860	0.19945505	0.96342254	-0.25741729	-0.07452095	1660.00000000	0.00000000	487.00317383	1300.00000000	1349.32849121	0.00000000	0.00000000
0.05021039	-0.00337510	1299.99711227	-0.00165906	0.06165153	0.90412283	-0.34142485	-0.25688708	0.00000000	2540.00000000	502.16726685	1300.00000000	1150.59118652	268.06329346	0.00000000
-0.00367732	0.08539909	1299.99820328	0.04505891	-0.03650355	0.98451114	0.03049402	-0.17264974	1122.00000000	0.00000000	485.92678833	1300.00000000	1320.45678711	0.00000000	0.00000000
-0.08330265	-0.02392992	1300.04801178	0.04663868	-0.00421045	0.86733145	-0.04512493	-0.49568129	0.00000000	3297.00000000	452.79266357	1300.00000000	1313.17443848	172.75622559	0.00000000
0.09410804	-0.12347994	1299.91600037	0.08988134	-0.24187534	0.91776788	0.11227479	0.38091528	0.00000000	2258.00000000	567.90509033	1300.00000000	1160.14807129	239.80200195	0.00000000
-0.00978759	-0.10900968	1299.99137497	0.10655093	-0.02684080	0.80428135	0.23212223	0.54703820	27168.00000000	0.00000000	498.46530151	1300.00000000	1616.06933594	0.00000000	0.00000000
0.06863292	0.02182340	1300.00957489	-0.04174550	-0.00109783	0.97037107	0.11751840	0.21111476	1557.00000000	0.00000000	516.82824707	1300.00000000	1339.70910645	0.00000000	0.00000000
-0.02121342	-0.01932249	1299.96420670	-0.02212801	-0.08235927	0.94081694	-0.12418519	-0.31534350	2137.00000000	0.00000000	449.77255249	1300.00000000	1381.71984863	0.00000000	0.00000000
0.01430993	0.04471146	1300.00584030	0.03052947	0.00173265	0.94644350	-0.28434527	-0.15294588	2030.00000000	0.00000000	440.98516846	1300.00000000	1373.53869629	0.00000000	0.00000000
0.04581448	0.05371001	1300.04687881	0.05374007	-0.01589436	0.95521617	0.10540352	0.27649987	2125.00000000	0.00000000	448.32772827	1300.00000000	1360.96472168	0.00000000	0.00000000
-0.02633699	0.09938906	1293.13378906	-0.06853227	0.08125278	0.94978094	-0.08301124	-0.30170393	3203.00000000	0.00000000	478.35137939	1300.00000000	1361.51501465	0.00000000	0.00000000
-0.07528254	0.07969290	1299.93434906	0.06437303	-0.03630086	0.95636928	-0.28141975	0.07849038	1828.00000000	0.00000000	447.69152832	1300.00000000	1359.25988770	0.00000000	0.00000000
-0.00946046	0.01859337	1300.01079559	0.06523097	-0.03102093	0.89829415	-0.43439427	0.06609988	0.00000000	2597.00000000	553.62316895	1300.00000000	1290.15002441	146.91088867	0.00000000
-0.06810007	-0.07242411	1300.00424576	0.10385368	0.03548046	0.84824294	-0.36743754	0.38141000	8617.00000000	0.00000000	500.01535034	1300.00000000	1532.65734863	0.00000000	0.00000000
-0.00363507	0.05243658	1300.02916336	-0.02784461	0.06776879	0.89864558	-0.20325249	0.38874745	0.00000000	2563.00000000	548.91857910	1300.00000000	1297.43505859	139.54548645	0.00000000
0.03770814	-0.10533115	1300.00957870	0.03106542	0.05995992	0.88597649	-0.17563537	0.42918277	0.00000000	2938.00000000	489.91622925	1300.00000000	1248.39648438	204.17152405	0.00000000
-0.09915886	-0.00913324	1300.06816101	-0.05774056	0.08426256	0.98171586	-0.17819729	-0.06693089	2650.00000000	0.00000000	532.81079102	1300.00000000	1324.27270508	0.00000000	0.00000000
-0.03806829	-0.04487451	1299.99190903	0.07980084	-0.03376861	0.96025515	-0.27902058	0.00758410	1793.00000000	0.00000000	482.05084229	1300.00000000	1353.81835938	0.00000000	0.00000000
0.05196901	-0.05042902	1299.99620056	-0.01880882	0.06747767	0.99263310	-0.05807220	-0.10633492	805.00000000	0.00000000	461.93353271	1300.00000000	1309.64160156	0.00000000	0.00000000
0.10799295	0.01010325	1299.93971634	-0.09420718	0.02246118	0.87757832	0.02128091	-0.47896075	6064.00000000	0.00000000	441.66076660	1300.00000000	1481.20031738	0.00000000	0.00000000
-0.07540914	-0.37651405	1300.14646149	-0.03804391	-0.31486133	0.96260148	0.25429904	-0.09343636	2547.00000000	0.00000000	491.12765503	1300.00000000	1350.67993164	0.00000000	0.00000000
0.07891478	-0.00441032	1300.00790405	-0.03914996	0.01390661	0.95277572	-0.28228492	-0.11195385	1945.00000000	0.00000000	497.54827881	1300.00000000	1364.44873047	0.00000000	0.00000000
0.01223323	-0.07060888	1299.99265671	-0.06267699	0.02563246	0.82687002	0.23133476	0.51261115	0.00000000	4318.00000000	464.17117310	1300.00000000	1328.60693359	226.75627136	0.00000000
