# y_exit	z_exit	x_start	y_start	z_start	px_start	py_start	pz_start	reflCoCl	reflClCl	wl	gpsPosX	length_core	length_clad	rayleighScatterings
-0.05166556	-0.02373087	1299.99992752	0.03273689	-0.06482385	0.98840606	0.05941664	0.13972521	1051.00000000	0.00000000	477.07727051	1300.00000000	1315.25427246	0.00000000	0.00000000
0.01653292	0.06942922	1299.99862289	-0.02511266	-0.07497304	0.93260586	0.14355408	0.33111715	2291.00000000	0.00000000	455.49035645	1300.00000000	1393.94042969	0.00000000	0.00000000
0.06821641	0.03950869	1436.26016235	-0.07610124	0.02580640	0.99760824	-0.00692724	-0.06877327	644.00000000	0.00000000	585.99816895	1300.00000000	1439.69750977	0.00000000	0.00000000
0.00685271	-0.05453125	1299.96922302	0.06093159	-0.08409145	0.97374159	0.12343777	-0.19128621	1384.00000000	0.00000000	463.49533081	1300.00000000	1335.00207520	0.00000000	0.00000000
0.07067105	-0.07873864	1299.99355698	0.01552198	-0.08531908	0.90874523	-0.28031635	-0.30920041	3479.00000000	0.00000000	484.79489136	1300.00000000	1430.47460938	0.00000000	0.00000000
0.01451877	0.00365207	1299.89440536	-0.01841559	-0.04764391	0.92603934	0.03392920	0.37589884	0.00000000	1721.00000000	445.90722656	1300.00000000	1021.68511963	355.17385864	0.00000000
0.02500354	0.09785932	1300.02486801	-0.00573509	0.02097925	0.97053111	-0.23769031	-0.03965652	1496.00000000	0.00000000	537.44403076	1300.00000000	1339.51782227	0.00000000	0.00000000
-0.08898784	-0.07205217	1299.99441147	-0.01338404	0.07441273	0.81737345	0.56702971	-0.10187197	0.00000000	4523.00000000	465.43405151	1300.00000000	1333.04785156	239.63591003	0.00000000
0.01049219	0.09375541	1300.01857376	0.04487704	-0.04672258	0.99308830	0.11373401	0.02898622	813.00000000	0.00000000	452.38232422	1300.00000000	1309.06286621	0.00000000	0.00000000
0.02863518	-0.06993711	1299.99262238	0.03291257	-0.06609188	0.89251679	0.42637184	0.14704025	4001.00000000	0.00000000	464.25027466	1300.00000000	1456.51745605	0.00000000	0.00000000
0.02252186	-0.07470163	1299.99149704	0.07726599	-0.05848922	0.94056308	-0.01095786	0.33944225	2928.00000000	0.00000000	469.94580078	1300.00000000	1382.16296387	0.00000000	0.00000000
-0.08661406	-0.02925368	1299.97966766	0.05715707	-0.07849873	0.88631815	0.43420106	-0.16096449	0.00000000	2972.00000000	462.95434570	1300.00000000	1221.33776855	228.46261597	0.00000000
0.06662238	0.32723773	1299.75161362	0.03735338	0.32707706	0.84252101	-0.47562486	0.25286222	0.00000000	3896.00000000	459.70211792	1300.00000000	1319.81079102	207.39173889	0.00000000
0.08267102	-0.05626154	1300.13492966	-0.01996575	0.01871589	0.92194545	0.21503185	-0.32214570	0.00000000	2119.00000000	484.50866699	1300.00000000	1177.05126953	217.34501648	0.00000000
-0.02933209	0.10333424	1299.99090958	0.02680407	0.09745803	0.90046650	0.41735357	-0.12237680	7228.00000000	0.00000000	540.30950928	1300.00000000	1443.62878418	0.00000000	0.00000000
-0.08945929	-0.03054345	1300.00047302	0.10307556	0.01139157	0.97292209	0.16872641	0.15796852	1702.00000000	0.00000000	462.91439819	1300.00000000	1336.16320801	0.00000000	0.00000000
0.06285615	0.08622963	1299.98892212	0.02347511	-0.10476026	-0.93562442	0.28279188	0.21127164	18398.00000000	0.00000000	498.52194214	1300.00000000	3165.09130859	0.00000000	1.00000000
0.05650013	-0.02553119	1299.99902344	-0.07108738	0.00764626	0.98196632	0.07982091	-0.17137921	1369.00000000	0.00000000	614.32299805	1300.00000000	1323.85693359	0.00000000	0.00000000
-0.19396101	0.17860606	1299.97528076	-0.08774415	0.16030905	0.89189619	-0.05956014	-0.44830096	0.00000000	2826.00000000	467.07354736	1300.00000000	1173.94531250	264.07901001	0.00000000
-0.04015996	0.00223070	1300.04128265	-0.06505318	0.06824905	0.94230360	-0.29314169	0.16165364	2173.00000000	0.00000000	527.78485107	1300.00000000	1379.66967773	0.00000000	0.00000000
-0.33907214	0.08199856	1299.96178436	-0.17320871	0.02127529	0.82702237	-0.11425734	0.55043554	12321.00000000	0.00000000	499.97204590	1300.00000000	1571.73156738	0.00000000	0.00000000
-0.04944319	0.05034052	1299.99828339	-0.02534056	0.02302193	0.98505336	0.15981790	0.06425035	1076.00000000	0.00000000	508.51754761	1300.00000000	1319.71411133	0.00000000	0.00000000
-0.09375460	-0.03541550	1300.07304382	0.01849080	0.06850363	0.94363451	-0.33002642	0.02522862	2680.00000000	0.00000000	470.38327026	1300.00000000	1377.74877930	0.00000000	0.00000000
-0.00034603	-0.09394561	1299.97090530	0.05271485	-0.05933344	0.86479712	0.49735409	0.06902814	0.00000000	3521.00000000	495.43194580	1300.00000000	1228.77148438	255.97843933	0.00000000
-0.30650273	0.01279856	1300.01196289	-0.21795851	0.03184723	0.98454374	0.08657675	0.15224349	1105.00000000	0.00000000	463.04910278	1300.00000000	1320.42456055	0.00000000	0.00000000
-0.01438213	0.00788133	1299.95291901	-0.02675160	0.00921017	0.95413405	0.29911667	-0.01254928	1859.00000000	0.00000000	490.10891724	1300.00000000	1362.45385742	0.00000000	0.00000000
0.20142686	0.05938432	1300.88505936	0.19687699	0.00164642	0.84576440	-0.34196809	-0.40956128	0.00000000	3885.00000000	492.30072021	1300.00000000	1321.49560547	202.02009583	0.00000000
-0.00900964	0.11484335	1300.00298691	0.00372886	0.06454793	0.89608055	-0.23650879	0.37563717	0.00000000	2736.00000000	505.50579834	1300.00000000	1260.65759277	177.37579346	0.00000000
-0.09023729	-0.01108032	1299.98727417	0.05822688	0.07049176	0.90887356	-0.23012671	0.34783697	4471.00000000	0.00000000	483.61511230	1300.00000000	1430.35351562	0.00000000	0.00000000
-0.07149878	0.02204498	1299.98208237	-0.07469367	-0.01169865	0.98884183	0.12378056	0.08288693	930.00000000	0.00000000	479.01446533	1300.00000000	1314.64025879	0.00000000	0.00000000
0.39841869	-0.09727213	1300.48717117	0.43352312	-0.21972664	0.92643821	0.06537020	-0.37072766	0.00000000	1868.00000000	484.18106079	1300.00000000	1064.33862305	316.39550781	0.00000000
0.05452112	-0.00433877	1299.98828506	0.00493875	-0.05144584	0.92694801	-0.36489889	-0.08727098	2702.00000000	0.00000000	500.38653564	1300.00000000	1402.46337891	0.00000000	0.00000000
