#lambda/nm	C1
208.295	465.8
208.67	437
209.045	395.2
209.419	403.4
209.794	539.6
210.169	524.8
210.544	630.6
210.919	534.4
211.295	527.6
211.67	535.4
212.045	532.4
212.421	539.4
212.796	559.2
213.172	525.2
213.547	531.4
213.923	530.4
214.299	520.4
214.675	543.8
215.051	537.6
215.427	544.8
215.803	554.4
216.179	534.4
216.555	532
216.932	540.4
217.308	538
217.684	527.4
218.061	533.4
218.438	541.4
218.814	535
219.191	546
219.568	525.4
219.945	536.8
220.322	543.4
220.699	536.8
221.076	540.4
221.453	531.2
221.83	531
222.208	531
222.585	531
222.962	539
223.34	535
223.717	527.4
224.095	530.6
224.473	531
224.851	520
225.229	524.4
225.607	551.2
225.985	527.8
226.363	535.4
226.741	536
227.119	531.8
227.497	545.6
227.876	520.8
228.254	534.6
228.633	536
229.011	538.2
229.39	537.4
229.769	529.6
230.148	538.6
230.527	550.2
230.905	537.6
231.284	542.4
231.664	532.8
232.043	555.4
232.422	542.6
232.801	529.2
233.181	548.8
233.56	529.8
233.94	536.6
234.319	525.2
234.699	533.4
235.079	565.6
235.458	569.6
235.838	541.8
236.218	528.6
236.598	521
236.978	531
237.358	528
237.738	534.2
238.119	537.8
238.499	529.6
238.88	539.4
239.26	545.4
239.641	530.6
240.021	526.6
240.402	536.8
240.783	536
241.163	538.4
241.544	536
241.925	544.2
242.306	551
242.687	528.2
243.069	533.6
243.45	543
243.831	531.2
244.212	527.4
244.594	563.8
244.975	547
245.357	541
245.739	528.8
246.12	535.8
246.502	547
246.884	537
247.266	529.6
247.648	536.8
248.03	547.6
248.412	536.2
248.794	541.4
249.176	536
249.559	536.8
249.941	528.4
250.323	528
250.706	527.2
251.089	541.4
251.471	542.4
251.854	536.6
252.237	535.6
252.62	537.6
253.002	535
253.385	532.6
253.769	544.2
254.152	541.8
254.535	540
254.918	527.4
255.301	524.2
255.685	531.6
256.068	525.2
256.452	553.2
256.835	544.4
257.219	535.2
257.603	545.2
257.986	522.6
258.37	536.8
258.754	528
259.138	533.2
259.522	552.4
259.906	534.6
260.29	540.2
260.675	525.6
261.059	538
261.443	526.8
261.828	534
262.212	538.2
262.597	535.2
262.981	536.4
263.366	543.6
263.751	535.6
264.136	526.4
264.521	532.8
264.906	535.4
265.291	545.8
265.676	538.4
266.061	544.8
266.446	548.8
266.831	544
267.217	542.8
267.602	538.4
267.987	529.8
268.373	539
268.759	538.2
269.144	547.2
269.53	533
269.916	527.2
270.302	526
270.688	539
271.074	531.8
271.46	549.2
271.846	559.6
272.232	536.4
272.618	530.2
273.004	531.6
273.391	541.2
273.777	546.2
274.164	534
274.55	545.2
274.937	536.8
275.324	540.2
275.71	547.6
276.097	536.6
276.484	528
276.871	543.2
277.258	541.6
277.645	529.4
278.032	535
278.419	529.6
278.807	542.8
279.194	535.2
279.581	532.4
279.969	547.2
280.356	536
280.744	533.6
281.131	560
281.519	545.6
281.907	534.6
282.295	540.2
282.682	540.2
283.07	547.4
283.458	541.4
283.846	549.8
284.235	546.6
284.623	543.8
285.011	529.2
285.399	539.6
285.788	532.8
286.176	528.6
286.565	541.4
286.953	524.8
287.342	524.8
287.731	532
288.119	534.8
288.508	531.4
288.897	543.2
289.286	518
289.675	533.6
290.064	548.8
290.453	528
290.821	540
291.21	549
291.599	533.8
291.989	533.6
292.378	536.2
292.768	556.6
293.157	539.6
293.547	538
293.936	531.8
294.326	530
294.716	540
295.106	531.2
295.496	546.2
295.886	537
296.276	539.6
296.666	529.6
297.056	522.8
297.446	522.8
297.836	554
298.227	531.2
298.617	535
299.008	546.8
299.398	536
299.789	537
300.179	539.8
300.57	552.4
300.961	526.4
301.352	533.2
301.742	548.6
302.133	535.2
302.524	536.8
302.915	538.2
303.307	534
303.698	541
304.089	539.2
304.48	538.2
304.872	537.6
305.263	543.4
305.655	530.8
306.046	543
306.438	540.8
306.829	536.8
307.221	543.2
307.613	537.6
308.005	544.4
308.397	553.4
308.789	554.6
309.181	559.2
309.573	560.2
309.965	548
310.357	534
310.749	545.4
311.142	531
311.534	532.6
311.926	547.6
312.319	532
312.711	529
313.104	537
313.497	532.8
313.889	561.8
314.282	550.4
314.675	554.8
315.068	536
315.461	535.6
315.854	555
316.247	544.4
316.64	531.6
317.033	530.4
317.405	545
317.798	540.4
318.192	537.6
318.585	523
318.979	542.6
319.372	531.6
319.766	534
320.16	528.8
320.553	550.4
320.947	550.8
321.341	530.8
321.735	533.4
322.129	522
322.523	558.2
322.917	524.6
323.311	538.2
323.705	523.8
324.099	537.2
324.494	549.6
324.888	545.4
325.282	528.4
325.677	543.2
326.071	543.6
326.466	545
326.861	533.6
327.255	549.8
327.65	544
328.045	547.2
328.44	540.2
328.835	528.2
329.23	536.4
329.625	557.8
330.02	533.8
330.415	546.2
330.81	539.8
331.206	546.8
331.601	536.2
331.996	544
