#lambda/nm	C1
208.295	471
208.67	435
209.045	400.6
209.419	401
209.794	534.8
210.169	525.2
210.544	626.2
210.919	538.2
211.295	525.8
211.67	547.4
212.045	524.8
212.421	533
212.796	570.8
213.172	533.4
213.547	527.2
213.923	531.8
214.299	533.2
214.675	544.8
215.051	540.2
215.427	544.4
215.803	553.8
216.179	545.6
216.555	530.4
216.932	539
217.308	530
217.684	535
218.061	542.6
218.438	537
218.814	520.6
219.191	540.6
219.568	526.2
219.945	534.2
220.322	538.2
220.699	538.6
221.076	546.6
221.453	538.4
221.83	525.2
222.208	534.2
222.585	525.8
222.962	531.2
223.34	539.4
223.717	528.6
224.095	532.8
224.473	537
224.851	527.4
225.229	528.4
225.607	553
225.985	520
226.363	534.6
226.741	541.6
227.119	531.2
227.497	539.6
227.876	520.2
228.254	538.8
228.633	540
229.011	535.2
229.39	540.8
229.769	537.2
230.148	551.2
230.527	554
230.905	544.6
231.284	545.2
231.664	533.4
232.043	546.6
232.422	549.4
232.801	537.6
233.181	538.2
233.56	535.6
233.94	533.2
234.319	529
234.699	527.8
235.079	570.2
235.458	564
235.838	555.6
236.218	529.8
236.598	526.8
236.978	530.4
237.358	526.2
237.738	534.4
238.119	543.4
238.499	524.4
238.88	543.2
239.26	537.2
239.641	534
240.021	534.2
240.402	530.8
240.783	534.6
241.163	534.8
241.544	539.4
241.925	534
242.306	550.4
242.687	522.4
243.069	542
243.45	543.8
243.831	534.8
244.212	531.4
244.594	563.8
244.975	544.6
245.357	539
245.739	540.4
246.12	538.4
246.502	549.4
246.884	530.8
247.266	534.2
247.648	539.2
248.03	555.8
248.412	539.2
248.794	539.2
249.176	532.4
249.559	547.4
249.941	531.8
250.323	536.8
250.706	529
251.089	541.4
251.471	537
251.854	540.8
252.237	525
252.62	540.8
253.002	534.8
253.385	544.6
253.769	549
254.152	542.4
254.535	545.4
254.918	536
255.301	531.8
255.685	531.6
256.068	528
256.452	546.6
256.835	545.8
257.219	544.8
257.603	543.6
257.986	527.2
258.37	541.6
258.754	521.4
259.138	533
259.522	552.2
259.906	532.8
260.29	537.6
260.675	526.6
261.059	539.8
261.443	525.6
261.828	538.8
262.212	537
262.597	527
262.981	533.6
263.366	545.2
263.751	529.2
264.136	534.8
264.521	526
264.906	523
265.291	542
265.676	528
266.061	539
266.446	540.8
266.831	533.2
267.217	556.2
267.602	539.8
267.987	532.6
268.373	527.4
268.759	542.4
269.144	539
269.53	537
269.916	539.6
270.302	533.4
270.688	541.2
271.074	539.4
271.46	542
271.846	560.8
272.232	543
272.618	538.4
273.004	535.2
273.391	546
273.777	544
274.164	543.2
274.55	550.6
274.937	539.6
275.324	525
275.71	541.2
276.097	544
276.484	529.8
276.871	539.4
277.258	542.8
277.645	520.6
278.032	532.6
278.419	534.4
278.807	530.4
279.194	532
279.581	530
279.969	542.4
280.356	545
280.744	537
281.131	554.4
281.519	544.2
281.907	533.4
282.295	536.8
282.682	542.8
283.07	537.6
283.458	534.4
283.846	545
284.235	546.8
284.623	544.8
285.011	527
285.399	531.4
285.788	535.4
286.176	516.2
286.565	552.6
286.953	529.2
287.342	529
287.731	534.8
