#1D 255 -512.000000 260608.000000	[nbin xmin xmax]
#"X"	"Function_0"
0.000000	2.013591
1024.000000	4.116666
2048.000000	7.445312
3072.000000	10.862422
4096.000000	14.444531
5120.000000	18.025391
6144.000000	21.031250
7168.000000	24.727969
8192.000000	27.892266
9216.000000	31.398828
10240.000000	34.936953
11264.000000	38.367500
12288.000000	41.463047
13312.000000	44.480781
14336.000000	48.493437
15360.000000	51.699609
16384.000000	54.800469
17408.000000	57.846797
18432.000000	61.113906
19456.000000	64.455547
20480.000000	67.848906
21504.000000	71.120703
22528.000000	74.109453
23552.000000	76.933125
24576.000000	80.185859
25600.000000	83.323672
26624.000000	86.525781
27648.000000	89.461172
28672.000000	92.332422
29696.000000	95.365469
30720.000000	98.381016
31744.000000	101.242266
32768.000000	104.306406
33792.000000	107.298203
34816.000000	109.912266
35840.000000	112.723594
36864.000000	115.516094
37888.000000	118.237422
38912.000000	120.858203
39936.000000	123.996094
40960.000000	126.850859
41984.000000	129.021328
43008.000000	132.138984
44032.000000	134.348906
45056.000000	136.934297
46080.000000	139.336797
47104.000000	142.203437
48128.000000	144.414453
49152.000000	146.689297
50176.000000	149.203125
51200.000000	151.628125
52224.000000	154.011172
53248.000000	155.956406
54272.000000	158.702969
55296.000000	160.633516
56320.000000	162.640703
57344.000000	164.841563
58368.000000	166.982813
59392.000000	169.030859
60416.000000	171.262578
61440.000000	173.299453
62464.000000	175.342344
63488.000000	177.556328
64512.000000	179.182656
65536.000000	181.726953
66560.000000	183.732422
67584.000000	185.496641
68608.000000	187.042266
69632.000000	188.888672
70656.000000	190.643594
71680.000000	192.741641
72704.000000	194.363516
73728.000000	196.071328
74752.000000	197.629297
75776.000000	199.344141
76800.000000	201.079531
77824.000000	202.440547
78848.000000	204.092578
79872.000000	205.467656
80896.000000	206.886250
81920.000000	208.479688
82944.000000	209.727891
83968.000000	211.195000
84992.000000	212.755937
86016.000000	214.058437
87040.000000	215.575938
88064.000000	216.914766
89088.000000	218.151250
90112.000000	219.305078
91136.000000	220.518828
92160.000000	221.632109
93184.000000	223.116328
94208.000000	224.311172
95232.000000	225.360391
96256.000000	226.486562
97280.000000	227.447266
98304.000000	228.759844
99328.000000	229.793047
100352.000000	230.913984
101376.000000	231.830391
102400.000000	232.827812
103424.000000	233.825938
104448.000000	234.804453
105472.000000	235.652578
106496.000000	236.543750
107520.000000	237.470937
108544.000000	238.376719
109568.000000	239.075938
110592.000000	239.923125
111616.000000	240.822500
112640.000000	241.612500
113664.000000	242.327109
114688.000000	243.102578
115712.000000	243.797812
116736.000000	244.580391
117760.000000	245.361719
118784.000000	246.288203
119808.000000	246.808984
120832.000000	247.575312
121856.000000	248.057266
122880.000000	248.743203
123904.000000	249.246328
124928.000000	249.861953
125952.000000	250.384062
126976.000000	250.860156
128000.000000	251.512109
129024.000000	251.994297
130048.000000	252.453750
131072.000000	253.062813
132096.000000	253.588359
133120.000000	254.040156
134144.000000	254.417422
135168.000000	254.872187
136192.000000	255.341094
137216.000000	255.766250
138240.000000	256.121484
139264.000000	256.533359
140288.000000	256.874531
141312.000000	257.285000
142336.000000	257.734141
143360.000000	258.040078
144384.000000	258.312422
145408.000000	258.775703
146432.000000	259.117969
147456.000000	259.405938
148480.000000	259.733750
149504.000000	260.155937
150528.000000	260.449219
151552.000000	260.651094
152576.000000	260.885781
153600.000000	261.213516
154624.000000	261.498594
155648.000000	261.548828
156672.000000	261.901406
157696.000000	262.160625
158720.000000	262.400391
159744.000000	262.587969
160768.000000	262.826719
161792.000000	263.069531
162816.000000	263.274141
163840.000000	263.626406
164864.000000	263.826406
165888.000000	263.883750
166912.000000	264.138906
167936.000000	264.360625
168960.000000	264.558438
169984.000000	264.750391
171008.000000	264.801250
172032.000000	265.154375
173056.000000	265.330547
174080.000000	265.433203
175104.000000	265.598281
176128.000000	265.704531
177152.000000	265.842656
178176.000000	266.038750
179200.000000	266.161875
180224.000000	266.349609
181248.000000	266.534141
182272.000000	266.740781
183296.000000	266.829688
184320.000000	266.928984
185344.000000	267.112813
186368.000000	267.147344
187392.000000	267.325234
188416.000000	267.474141
189440.000000	267.566484
190464.000000	267.642891
191488.000000	267.700156
192512.000000	267.938437
193536.000000	268.039297
194560.000000	268.113047
195584.000000	268.204531
196608.000000	268.300391
197632.000000	268.388125
198656.000000	268.557344
199680.000000	268.731328
200704.000000	268.733672
201728.000000	268.856484
202752.000000	268.871172
203776.000000	268.964688
204800.000000	268.984766
205824.000000	269.175547
206848.000000	269.060156
207872.000000	269.221875
208896.000000	269.230391
209920.000000	269.290156
210944.000000	269.262969
211968.000000	269.232734
212992.000000	269.355781
214016.000000	269.404297
215040.000000	269.364297
216064.000000	269.390469
217088.000000	269.545703
218112.000000	269.505391
