#1D 255 -512.000000 260608.000000	[nbin xmin xmax]
#"X"	"Function_0"
0.000000	1.807800
1024.000000	3.525380
2048.000000	7.155312
3072.000000	10.780938
4096.000000	14.152422
5120.000000	17.749609
6144.000000	21.425703
7168.000000	24.748516
8192.000000	27.995469
9216.000000	31.503594
10240.000000	35.108359
11264.000000	38.323359
12288.000000	42.042812
13312.000000	45.233203
14336.000000	48.975000
15360.000000	51.570859
16384.000000	54.559609
17408.000000	58.091328
18432.000000	61.701563
19456.000000	65.145000
20480.000000	68.030078
21504.000000	71.210469
22528.000000	74.466406
23552.000000	77.702891
24576.000000	81.055234
25600.000000	83.929141
26624.000000	87.207422
27648.000000	89.955156
28672.000000	93.128906
29696.000000	95.702969
30720.000000	99.463125
31744.000000	101.957422
32768.000000	105.073516
33792.000000	107.842656
34816.000000	110.659063
35840.000000	113.492344
36864.000000	116.787813
37888.000000	119.663750
38912.000000	122.350234
39936.000000	124.965547
40960.000000	127.644688
41984.000000	130.224922
43008.000000	132.785781
44032.000000	135.185469
45056.000000	138.129141
46080.000000	140.311719
47104.000000	143.049531
48128.000000	145.570938
49152.000000	147.811953
50176.000000	150.358047
51200.000000	152.955078
52224.000000	155.303359
53248.000000	157.429688
54272.000000	159.573594
55296.000000	161.926484
56320.000000	164.446016
57344.000000	166.330625
58368.000000	168.166641
59392.000000	170.481953
60416.000000	172.624141
61440.000000	174.466484
62464.000000	176.708984
63488.000000	178.823516
64512.000000	180.625156
65536.000000	183.021719
66560.000000	184.638672
67584.000000	186.745313
68608.000000	188.599375
69632.000000	190.438906
70656.000000	192.156250
71680.000000	193.768359
72704.000000	195.775000
73728.000000	197.349531
74752.000000	198.714531
75776.000000	200.614922
76800.000000	202.267031
77824.000000	203.659922
78848.000000	205.281406
79872.000000	206.768438
80896.000000	208.186016
81920.000000	209.662031
82944.000000	211.009766
83968.000000	212.736953
84992.000000	213.980313
86016.000000	215.446250
87040.000000	216.653516
88064.000000	217.937734
89088.000000	219.251641
90112.000000	220.619063
91136.000000	221.858047
92160.000000	222.911797
93184.000000	224.090313
94208.000000	225.151406
95232.000000	226.291328
96256.000000	227.126797
97280.000000	228.628672
98304.000000	229.812187
99328.000000	230.744375
100352.000000	231.856562
101376.000000	232.548516
102400.000000	233.622891
103424.000000	234.367344
104448.000000	235.387734
105472.000000	236.175234
106496.000000	237.188672
107520.000000	238.024844
108544.000000	238.920703
109568.000000	239.877500
110592.000000	240.412266
111616.000000	241.276406
112640.000000	242.227422
113664.000000	242.967187
114688.000000	243.879453
115712.000000	244.484453
116736.000000	244.936328
117760.000000	245.757344
118784.000000	246.530313
119808.000000	247.109453
120832.000000	247.668203
121856.000000	248.211016
122880.000000	248.733203
123904.000000	249.286563
124928.000000	250.015312
125952.000000	250.610000
126976.000000	251.074297
128000.000000	251.487422
129024.000000	252.039922
130048.000000	252.577500
131072.000000	252.903750
132096.000000	253.325625
133120.000000	253.868828
134144.000000	254.232422
135168.000000	254.766484
136192.000000	255.074531
137216.000000	255.550547
138240.000000	255.887891
139264.000000	256.367188
140288.000000	256.605156
141312.000000	256.991250
142336.000000	257.436250
143360.000000	257.862656
144384.000000	258.145859
145408.000000	258.353750
146432.000000	258.763750
147456.000000	258.945781
148480.000000	259.332813
149504.000000	259.658281
150528.000000	260.005469
151552.000000	260.385391
152576.000000	260.726797
153600.000000	260.932266
154624.000000	261.254531
155648.000000	261.444531
156672.000000	261.820625
157696.000000	261.922813
158720.000000	262.211484
159744.000000	262.448125
160768.000000	262.695156
161792.000000	262.756406
162816.000000	263.026875
163840.000000	263.247188
164864.000000	263.514375
165888.000000	263.651172
166912.000000	263.761875
167936.000000	263.850859
168960.000000	264.133594
169984.000000	264.245234
171008.000000	264.394688
172032.000000	264.630859
173056.000000	264.671328
174080.000000	264.860156
175104.000000	264.989844
176128.000000	265.249375
177152.000000	265.276797
178176.000000	265.415469
179200.000000	265.474375
180224.000000	265.530000
181248.000000	265.565859
182272.000000	265.707422
183296.000000	265.961484
184320.000000	266.071484
185344.000000	266.078359
186368.000000	266.279922
187392.000000	266.371953
188416.000000	266.665859
189440.000000	266.619531
190464.000000	266.786250
191488.000000	266.992891
192512.000000	267.148984
193536.000000	267.023672
194560.000000	267.212344
195584.000000	267.332344
196608.000000	267.538828
197632.000000	267.672656
198656.000000	267.534375
199680.000000	267.828984
200704.000000	267.768125
201728.000000	267.967578
202752.000000	267.826562
203776.000000	267.948594
204800.000000	268.020234
205824.000000	268.118828
206848.000000	268.192891
207872.000000	268.359922
208896.000000	268.228828
209920.000000	268.473672
210944.000000	268.508750
211968.000000	268.567969
212992.000000	268.561172
214016.000000	268.639922
215040.000000	268.768125
216064.000000	268.661094
217088.000000	268.739609
218112.000000	268.837578
219136.000000	268.942109
220160.000000	268.773984
221184.000000	268.952031
222208.000000	268.986094
223232.000000	268.922187
224256.000000	268.695859
225280.000000	268.983047
226304.000000	269.046953
227328.000000	269.108281
228352.000000	269.122422
229376.000000	269.109141
