#lambda/nm	C1
208.295	468.8
208.67	432
209.045	398.6
209.419	403.8
209.794	532.8
210.169	515.4
210.544	614.6
210.919	530.4
211.295	522.2
211.67	532.4
212.045	519.8
212.421	532.2
212.796	560.2
213.172	519.8
213.547	530
213.923	528.4
214.299	521.8
214.675	533.4
215.051	534
215.427	535
215.803	542.4
216.179	534.2
216.555	520.8
216.932	537.8
217.308	525.4
217.684	525.6
218.061	529.4
218.438	532.4
218.814	521
219.191	533
219.568	511.2
219.945	526
220.322	536
220.699	528
221.076	524.2
221.453	528
221.83	519.6
222.208	523.8
222.585	530.2
222.962	525.4
223.34	528.8
223.717	521.2
224.095	527.8
224.473	525.6
224.851	511.8
225.229	523.8
225.607	547
225.985	516.2
226.363	524.8
226.741	522.6
227.119	530.2
227.497	535.2
227.876	515.4
228.254	537.8
228.633	532
229.011	525.8
229.39	537.6
229.769	533
230.148	527
230.527	543
230.905	530.4
231.284	533.8
231.664	523.8
232.043	530.2
232.422	533
232.801	525.8
233.181	527.4
233.56	524
233.94	524.4
234.319	517
234.699	526.8
235.079	566.6
235.458	550
235.838	540.8
236.218	524.2
236.598	519.4
236.978	522.6
237.358	522
237.738	524.4
238.119	534
238.499	519.6
238.88	534.4
239.26	544.2
239.641	524.2
240.021	530
240.402	525.8
240.783	528.2
241.163	532.2
241.544	531
241.925	532.6
242.306	536.2
242.687	522.6
243.069	530.6
243.45	535.4
243.831	523.8
244.212	523.8
244.594	554.6
244.975	530
245.357	527.8
245.739	527.2
246.12	520.6
246.502	549.6
246.884	524.2
247.266	530.6
247.648	529.4
248.03	544.6
248.412	527.2
248.794	532.4
249.176	523.4
249.559	532.6
249.941	517.6
250.323	518.6
250.706	519.6
251.089	528.6
251.471	534.4
251.854	530
252.237	528.6
252.62	537.6
253.002	524
253.385	527.8
253.769	536.4
254.152	526.6
254.535	531.4
254.918	523.8
255.301	524.2
255.685	528.4
256.068	527.4
256.452	543.6
256.835	532.4
257.219	532.6
257.603	533.6
257.986	515.2
258.37	527
258.754	522.4
259.138	528.6
259.522	534.4
259.906	527.8
260.29	527.6
260.675	525.4
261.059	532.6
261.443	517.2
261.828	534.4
262.212	530.8
262.597	512
262.981	528.4
263.366	538.6
263.751	529.8
264.136	514.8
264.521	526.8
264.906	517
265.291	537.6
265.676	522.6
266.061	535.8
266.446	543.8
266.831	531.6
267.217	549.2
267.602	531.8
267.987	530.2
268.373	526.6
268.759	529.8
269.144	541.8
269.53	529.4
269.916	523.2
270.302	516
270.688	534.6
271.074	534.2
271.46	530.8
271.846	548
272.232	530.4
272.618	519.2
273.004	521.8
273.391	535.4
273.777	537
274.164	527.2
274.55	534.6
274.937	535
275.324	526.8
275.71	533.6
276.097	537.2
276.484	523.6
276.871	532.2
277.258	529.2
277.645	517
278.032	529.6
278.419	533.2
278.807	524.8
279.194	526
279.581	521.6
279.969	530.2
280.356	528
280.744	534.6
281.131	546.2
281.519	539.2
281.907	524
282.295	522.8
282.682	539.6
283.07	529
283.458	536.8
283.846	539.8
284.235	539.4
284.623	535.6
285.011	523.6
285.399	533.2
285.788	523.2
286.176	514.4
286.565	527.2
286.953	517.4
287.342	516.2
287.731	516.6
288.119	518.8
288.508	525.8
288.897	522
289.286	509.8
289.675	525.4
290.064	526.4
290.453	526.8
290.821	526.2
291.21	533.8
291.599	524
291.989	521.4
292.378	526
292.768	543.6
293.157	526.4
293.547	525.4
293.936	519.6
294.326	521
294.716	525.2
295.106	528.4
295.496	531
295.886	533
296.276	531.4
296.666	526.4
297.056	528.2
297.446	524.2
297.836	545.8
298.227	521.8
298.617	529.6
299.008	543.4
299.398	534.4
299.789	523.8
300.179	533
300.57	547.2
300.961	523.2
301.352	529
301.742	536.4
302.133	524
302.524	528
302.915	530
303.307	522.8
303.698	540.2
304.089	529
304.48	531.6
304.872	533.2
305.263	526.4
305.655	530.8
306.046	531.6
306.438	535.8
306.829	526.6
307.221	537
307.613	530.4
308.005	534.4
308.397	540.6
308.789	543
309.181	545.4
309.573	542.2
309.965	539.6
310.357	528.8
310.749	538.2
311.142	519.8
311.534	529
311.926	536.8
312.319	528
312.711	525.4
313.104	541
313.497	530.8
313.889	553
314.282	545.6
314.675	556.8
315.068	529.2
315.461	534
315.854	554
316.247	526.4
316.64	527.2
317.033	524
317.405	535.2
317.798	520.8
318.192	527.8
318.585	518.4
318.979	530
319.372	520.6
319.766	521.6
320.16	535.4
320.553	541.6
320.947	537.8
321.341	521.6
321.735	524.6
322.129	516.8
322.523	546.4
322.917	519.8
323.311	535.2
323.705	526.8
324.099	534.6
324.494	536.8
324.888	527
325.282	524.6
325.677	537
326.071	535.8
326.466	533.8
326.861	535.2
327.255	537.6
327.65	543.6
328.045	530.8
328.44	529.4
328.835	534.8
329.23	520.8
329.625	542
330.02	537.4
330.415	535.8
330.81	525.8
331.206	531
331.601	520.8
331.996	532.8
