#lambda/nm	C1
208.295	465.8
208.67	430.2
209.045	393
209.419	398.4
209.794	537.8
210.169	524.8
210.544	623.4
210.919	541.8
211.295	530.2
211.67	533.4
212.045	521.2
212.421	533.8
212.796	558.2
213.172	529.2
213.547	528.8
213.923	526.4
214.299	532.4
214.675	537
215.051	531.4
215.427	540.6
215.803	550
216.179	538.8
216.555	530
216.932	545.4
217.308	530.2
217.684	532.4
218.061	540.4
218.438	531
218.814	526.4
219.191	541.2
219.568	530
219.945	526.6
220.322	545.6
220.699	536.8
221.076	536.4
221.453	539
221.83	530.8
222.208	530.2
222.585	526.2
222.962	530
223.34	534.2
223.717	527
224.095	534.6
224.473	531.8
224.851	533
225.229	533.6
225.607	546.2
225.985	525
226.363	532.4
226.741	531
227.119	528.2
227.497	541.4
227.876	530.4
228.254	537.6
228.633	538.6
229.011	539.6
229.39	539.8
229.769	541.2
230.148	533.8
230.527	545.8
230.905	540.4
231.284	536.6
231.664	522.4
232.043	546
232.422	535
232.801	527.4
233.181	535
233.56	532
233.94	538.2
234.319	526.2
234.699	522.6
235.079	568.2
235.458	560.8
235.838	552
236.218	522.8
236.598	525.2
236.978	530
237.358	527
237.738	528
238.119	531.2
238.499	520.8
238.88	530.6
239.26	535.2
239.641	520.8
240.021	529.2
240.402	531.8
240.783	529.4
241.163	533.6
241.544	531.8
241.925	526.8
242.306	542
242.687	530.6
243.069	533.8
243.45	539
243.831	526
244.212	534
244.594	559.4
244.975	546
245.357	530.8
245.739	531.2
246.12	530.4
246.502	546.2
246.884	526
247.266	528.4
247.648	537.2
248.03	562.2
248.412	524.2
248.794	538
249.176	527.8
249.559	536.4
249.941	525.2
250.323	530.6
250.706	531.8
251.089	532.6
251.471	536.8
251.854	532.4
252.237	531.8
252.62	542.8
253.002	531.8
253.385	534.2
253.769	540.2
254.152	539.8
254.535	537.8
254.918	528.8
255.301	532.2
255.685	523.2
256.068	529.2
256.452	552.8
256.835	538
257.219	541
257.603	535.8
257.986	527.8
258.37	542.2
258.754	523.8
259.138	532.6
259.522	537.2
259.906	529.6
260.29	533
260.675	530.8
261.059	533
261.443	520
261.828	531
262.212	540.4
262.597	519.4
262.981	526.8
263.366	535.8
263.751	534.6
264.136	530.4
264.521	524.8
264.906	535.6
265.291	539.8
265.676	529.2
266.061	537.6
266.446	554.2
266.831	539.2
267.217	545
267.602	537.2
267.987	536.2
268.373	530
268.759	537.2
269.144	542.4
269.53	529.6
269.916	532.6
270.302	525.6
270.688	533.8
271.074	532.4
271.46	544.6
271.846	561.4
272.232	530.6
272.618	527.4
273.004	534.4
273.391	536.8
273.777	546.6
274.164	536
274.55	538
274.937	538
275.324	533.2
275.71	536.6
276.097	534.6
276.484	528.6
276.871	535.4
277.258	535.6
277.645	533.6
278.032	541
278.419	523.6
278.807	527.8
279.194	522.8
279.581	524.4
279.969	533.4
280.356	537
280.744	544
281.131	551.4
281.519	548.4
281.907	532.2
282.295	532.2
282.682	540.2
283.07	545.6
283.458	543.6
283.846	544.4
284.235	541.8
284.623	541.6
285.011	523.6
285.399	545
285.788	533.6
286.176	528.4
286.565	542.4
286.953	531.4
287.342	523.2
287.731	521.8
288.119	529
288.508	533.2
288.897	527.4
289.286	521
289.675	524.8
290.064	547.2
290.453	529.4
290.821	527
291.21	542.8
291.599	523.8
291.989	536.2
292.378	541.6
292.768	547.6
293.157	533.6
293.547	537.6
293.936	532
294.326	533.6
294.716	539.8
295.106	519.8
295.496	541.2
295.886	542
296.276	525
296.666	521.2
297.056	527.6
297.446	525.8
297.836	540
298.227	527.2
298.617	531.8
299.008	534.4
299.398	529.6
299.789	526
300.179	532
300.57	537.6
300.961	525.6
301.352	530.6
301.742	524.8
302.133	529
302.524	527.6
302.915	530
303.307	518.8
303.698	539.4
304.089	531.6
304.48	521.4
304.872	531.6
305.263	528.2
305.655	524
306.046	538
306.438	530.2
