#lambda/nm	C1
208.295	471
208.67	431.8
209.045	391.8
209.419	404.6
209.794	541.6
210.169	525.2
210.544	630.2
210.919	537.8
211.295	530.6
211.67	544.4
212.045	522.8
212.421	537.8
212.796	565.8
213.172	528.6
213.547	532.4
213.923	529.8
214.299	532.6
214.675	539.4
215.051	540.4
215.427	544.6
215.803	556.2
216.179	535.2
216.555	532.4
216.932	536.6
217.308	535.2
217.684	529.4
218.061	545.2
218.438	536.8
218.814	527.8
219.191	540.6
219.568	532
219.945	530.2
220.322	535.6
220.699	539
221.076	535.8
221.453	536.2
221.83	535
222.208	528
222.585	529.4
222.962	535.4
223.34	530.8
223.717	537.2
224.095	528
224.473	533.2
224.851	536.4
225.229	527.2
225.607	540.6
225.985	523.2
226.363	527.6
226.741	538
227.119	531.6
227.497	540.6
227.876	531.4
228.254	533.8
228.633	539.8
229.011	542.2
229.39	544.6
229.769	537.6
230.148	540
230.527	545.8
230.905	539.2
231.284	541.6
231.664	531.8
232.043	547.8
232.422	541
232.801	537.4
233.181	539.2
233.56	535.6
233.94	536.8
234.319	528
234.699	538
235.079	565.4
235.458	564
235.838	550
236.218	526.8
236.598	524.2
236.978	531.8
237.358	529.8
237.738	528.8
238.119	531
238.499	523.2
238.88	536
239.26	552.2
239.641	530.8
240.021	533.6
240.402	533
240.783	530.2
241.163	534.2
241.544	537.8
241.925	532.8
242.306	547.4
242.687	531.2
243.069	533.8
243.45	540.6
243.831	531.2
244.212	539.6
244.594	557.8
244.975	546.8
245.357	531.2
245.739	526.6
246.12	532.2
246.502	534.2
246.884	536.6
247.266	538
247.648	538.2
248.03	559.2
248.412	543.6
248.794	534.4
249.176	531.2
249.559	537.6
249.941	529.8
250.323	528.4
250.706	527.4
251.089	533.4
251.471	541.6
251.854	530.8
252.237	535.6
252.62	538.2
253.002	534.2
253.385	540.2
253.769	555.8
254.152	535.8
254.535	542
254.918	527.4
255.301	530
255.685	529
256.068	525
256.452	554.8
256.835	545.4
257.219	536.6
257.603	534.6
257.986	535
258.37	536.6
258.754	529.4
259.138	536.4
259.522	545
259.906	523.4
260.29	538.2
260.675	532.4
261.059	532.2
261.443	529.2
261.828	542.6
262.212	535.8
262.597	528.4
262.981	533
263.366	539.8
263.751	536.4
264.136	538
264.521	529.4
264.906	531.6
265.291	547.2
265.676	527.4
266.061	535.8
266.446	546.8
266.831	538.8
267.217	549.4
267.602	537.6
267.987	543
268.373	529.4
268.759	544.8
269.144	536.2
269.53	533.2
269.916	526.6
270.302	541.2
270.688	540.6
271.074	535.8
271.46	546.8
271.846	568
272.232	534.6
272.618	531
273.004	536.4
273.391	542.4
273.777	539.8
274.164	534
274.55	539
274.937	535
275.324	526.4
275.71	536.2
276.097	541.2
276.484	528.8
276.871	536.2
277.258	536
277.645	516.2
278.032	536.2
278.419	522.6
278.807	533.6
279.194	529.8
279.581	529
279.969	538.2
280.356	534
280.744	533.4
281.131	554.2
281.519	543.6
281.907	525.4
282.295	529.4
282.682	545.8
283.07	532.6
283.458	545.4
283.846	543.4
284.235	544.2
284.623	543.2
285.011	525.2
285.399	534.8
285.788	540
