#lambda/nm	C1
208.295	465.2
208.67	436.2
209.045	393.4
209.419	403.6
209.794	546.6
210.169	529.6
210.544	633.4
210.919	537.4
211.295	530.6
211.67	544.4
212.045	539
212.421	538.8
212.796	574.4
213.172	530.2
213.547	541.8
213.923	531
214.299	537.8
214.675	543
215.051	537
215.427	548
215.803	551.6
216.179	548.4
216.555	530
216.932	546.8
217.308	544.4
217.684	538.4
218.061	548
218.438	542.8
218.814	528.8
219.191	541.2
219.568	532.8
219.945	534.4
220.322	541.2
220.699	536.4
221.076	542.2
221.453	543.8
221.83	539.8
222.208	536.8
222.585	536
222.962	539.8
223.34	540.6
223.717	538.8
224.095	537
224.473	543.4
224.851	532
225.229	533.8
225.607	552.8
225.985	530.8
226.363	533.6
226.741	536.8
227.119	534.6
227.497	558.6
227.876	528
228.254	541.2
228.633	542.8
229.011	545.2
229.39	547
229.769	535.8
230.148	549.2
230.527	553.8
230.905	538.4
231.284	535.8
231.664	532.2
232.043	546.8
232.422	537.8
232.801	533.8
233.181	540.8
233.56	536.8
233.94	531.2
234.319	528.6
234.699	535.6
235.079	569.8
235.458	570.6
235.838	554.6
236.218	535.2
236.598	533.4
236.978	532.2
237.358	542.4
237.738	537.8
238.119	549.8
238.499	531
238.88	542.4
239.26	559
239.641	530.2
240.021	543.8
240.402	539
240.783	534.4
241.163	542.6
241.544	548
241.925	546.8
242.306	553.4
242.687	530.2
243.069	541.6
243.45	549.2
243.831	538.4
244.212	544
244.594	571
244.975	548
245.357	541.6
245.739	541.2
246.12	534.6
246.502	551.8
246.884	538
247.266	539.6
247.648	535.6
248.03	557.4
248.412	541.2
248.794	544.2
249.176	541.2
249.559	541
249.941	526.4
250.323	530.2
250.706	532.6
251.089	538.2
251.471	541.2
251.854	532.6
252.237	534.6
252.62	543
253.002	539.2
253.385	537.8
253.769	550
254.152	539.4
254.535	541.4
254.918	532.2
255.301	542.4
255.685	540
256.068	538
256.452	562.4
256.835	543.4
257.219	547.4
257.603	548.2
257.986	537.6
258.37	545.6
258.754	536.2
259.138	546.6
259.522	546.6
259.906	534.6
260.29	546
260.675	544.4
261.059	537
261.443	529.6
261.828	543.8
262.212	542.2
262.597	531.4
262.981	536.6
263.366	537
263.751	534.8
264.136	533.8
264.521	535.6
264.906	538.6
265.291	544.2
265.676	531.2
266.061	545.2
266.446	544.2
266.831	536.8
267.217	549
267.602	537.2
267.987	541
268.373	540.8
268.759	550
269.144	538.2
269.53	544.6
269.916	542.8
270.302	541.6
270.688	547.6
271.074	537.4
271.46	550
271.846	566.6
272.232	537.2
272.618	534.4
273.004	539.6
273.391	551.6
273.777	552
274.164	543.6
274.55	548.6
274.937	549.2
275.324	541.8
275.71	541.6
276.097	538.4
276.484	539
276.871	543.6
277.258	548.2
277.645	530.8
278.032	538.6
278.419	539.4
278.807	543.8
279.194	540.4
279.581	529.4
279.969	552
280.356	543.6
280.744	530.4
281.131	565
281.519	539.8
281.907	537.4
282.295	535.4
282.682	552.4
283.07	539.6
283.458	543.2
283.846	551
284.235	545.8
284.623	543.4
285.011	527.6
285.399	548.4
285.788	539.2
286.176	534.4
286.565	553
286.953	532.4
287.342	538.8
287.731	527.6
288.119	535.8
288.508	541.6
288.897	541.2
289.286	534
289.675	532
290.064	541.8
290.453	529.8
290.821	539.2
291.21	551.8
291.599	535.4
291.989	536
292.378	539
292.768	547.8
293.157	540.4
293.547	553.6
293.936	535.4
294.326	540.8
294.716	538.8
295.106	537.4
295.496	539.6
295.886	543.2
296.276	542.4
296.666	538
297.056	531
297.446	527.6
297.836	553.2
298.227	544.4
298.617	534.8
299.008	550
299.398	533.4
299.789	529.4
300.179	534.2
300.57	538.8
300.961	539.2
301.352	535.2
301.742	545.6
302.133	538
302.524	532
302.915	526
303.307	539.4
303.698	542.8
304.089	538.8
304.48	535.8
304.872	539.4
305.263	532.4
305.655	526.8
306.046	538.2
306.438	539.2
306.829	529.6
307.221	548
307.613	541.6
308.005	545.2
308.397	552
308.789	549.4
309.181	554.4
309.573	554.6
309.965	544.6
310.357	535.6
310.749	552.4
311.142	532.4
311.534	538.2
311.926	542.2
312.319	543
312.711	530.6
313.104	554
313.497	537.6
313.889	576.6
314.282	552.4
314.675	565
315.068	543.6
315.461	543.2
315.854	565.4
316.247	545.8
316.64	544.4
317.033	540
317.405	544.6
317.798	542.8
318.192	541.8
318.585	536.6
318.979	545.4
319.372	531.8
319.766	539.8
320.16	548
320.553	541
320.947	558.6
321.341	536.6
321.735	541.8
322.129	528.8
322.523	555.6
322.917	531.2
323.311	549.2
323.705	541.2
324.099	538.4
324.494	551.6
324.888	544.6
325.282	529
325.677	541.2
326.071	545.6
326.466	546.6
326.861	543.6
327.255	544.6
327.65	550
328.045	555.8
328.44	546.6
328.835	534.2
329.23	537.4
329.625	564
330.02	534.4
330.415	552.8
330.81	536.6
331.206	540.8
331.601	529.8
331.996	545.6
332.37	560.8
332.766	522
333.161	557
333.557	533.4
333.953	534.4
334.348	801
334.744	539.8
335.14	536.6
335.536	534.4
335.932	549.4
336.328	541.4
336.724	543
337.12	540.4
337.516	545.4
337.913	531.4
338.309	554.6
338.705	541
339.102	549.4
339.498	537.8
339.895	553.6
340.291	540.4
340.688	550.8
341.085	533.6
341.481	536.4
341.878	543.6
342.275	553.6
342.672	532.6
343.069	538.8
343.466	527.8
343.842	549.2
344.239	535.6
344.636	531.6
345.033	530.4
345.431	521
345.828	537.2
346.225	529.6
346.623	563
347.02	535.2
347.418	537.2
347.816	547.6
348.213	529.2
348.611	539.4
349.009	534.2
349.407	540.2
349.805	530.8
350.203	530
350.601	546.6
350.999	532.4
