#lambda/nm	C1
208.295	467.4
208.67	432.4
209.045	394.6
209.419	401.2
209.794	543.6
210.169	527.4
210.544	623.6
210.919	543.6
211.295	528.2
211.67	539.2
212.045	530.2
212.421	539.8
212.796	560.2
213.172	521.2
213.547	538.2
213.923	538.6
214.299	539.2
214.675	543.4
215.051	539.4
215.427	541.2
215.803	554.8
216.179	542.2
216.555	537.4
216.932	541.8
217.308	544
217.684	537.8
218.061	538.6
218.438	544
218.814	534.4
219.191	547.4
219.568	530.2
219.945	538.2
220.322	543.8
220.699	540
221.076	540.6
221.453	542
221.83	532
222.208	530.8
222.585	526.6
222.962	539.6
223.34	542
223.717	537.2
224.095	536.6
224.473	545.8
224.851	534.8
225.229	522.8
225.607	551.2
225.985	532.4
226.363	537.4
226.741	532.6
227.119	536
227.497	545
227.876	529.6
228.254	549.6
228.633	545.4
229.011	540.2
229.39	544.4
229.769	535.8
230.148	543.8
230.527	557.8
230.905	531.6
231.284	542.2
231.664	532.2
232.043	544.8
232.422	546.4
232.801	535.8
233.181	539
233.56	533
233.94	536
234.319	526.2
234.699	528.8
235.079	567.4
235.458	562.6
235.838	542.4
236.218	531.4
236.598	521
236.978	527.8
237.358	531
237.738	533.6
238.119	533.6
238.499	525.2
238.88	534
239.26	552.4
239.641	527
240.021	530.2
240.402	532.4
240.783	535.4
241.163	534.4
241.544	544.8
241.925	536.6
242.306	544.8
242.687	529.8
243.069	533.8
243.45	547.2
243.831	533
244.212	538.6
244.594	558.4
244.975	543
245.357	536
245.739	529
246.12	545.2
246.502	545.8
246.884	534.8
247.266	528.8
247.648	543
248.03	550
248.412	540.6
248.794	538.2
249.176	533.6
249.559	545.8
249.941	531.8
250.323	534.4
250.706	536.2
251.089	541
251.471	544
251.854	539.4
252.237	539.6
252.62	543.4
253.002	530.8
253.385	544.8
253.769	548.8
254.152	533.6
254.535	543.6
254.918	531.8
255.301	537.4
255.685	536.2
256.068	533.2
256.452	553.8
256.835	546.2
257.219	544.8
257.603	545.4
257.986	533.6
258.37	543.8
258.754	525.6
259.138	543.2
259.522	544
259.906	528.6
260.29	530
260.675	532.2
261.059	538.4
261.443	528
261.828	543.2
262.212	542.2
262.597	527.4
262.981	532.6
263.366	540.6
263.751	534
264.136	531.4
264.521	534.4
264.906	533.2
265.291	549.4
265.676	539.2
266.061	535.4
266.446	546.2
266.831	537.2
267.217	551.6
267.602	543.6
267.987	539.6
268.373	536.4
268.759	540
269.144	548.4
269.53	538.4
269.916	536.8
270.302	536.4
270.688	535.6
271.074	542
271.46	550.8
271.846	567
272.232	535.2
272.618	531.8
273.004	532.8
273.391	541.4
273.777	543.8
274.164	535.6
274.55	542.2
274.937	531.4
275.324	523.4
275.71	536.4
276.097	541.4
276.484	525.8
276.871	536.6
277.258	537.2
277.645	523
278.032	531.2
278.419	539.4
278.807	541.2
279.194	532.6
279.581	527.4
279.969	536.2
280.356	531
280.744	539
281.131	554.2
281.519	547
281.907	533.2
282.295	529
282.682	554
283.07	538.2
283.458	538.2
283.846	546.8
284.235	546
284.623	534.6
285.011	531.4
285.399	532.6
285.788	530.8
286.176	525.2
286.565	541.8
286.953	531.2
287.342	528
287.731	525.6
288.119	527.8
288.508	529
288.897	529
289.286	524.4
289.675	536
290.064	540
290.453	532.8
290.821	538.6
291.21	549.4
291.599	522
291.989	538.4
292.378	546
292.768	548
293.157	537.2
293.547	545
293.936	533
294.326	532
294.716	536.2
295.106	534.4
295.496	544.4
295.886	539.4
296.276	531.2
296.666	534.6
297.056	529.6
297.446	532.6
297.836	544.6
298.227	533
298.617	539.2
299.008	546.6
299.398	531.4
299.789	537.2
300.179	542
300.57	551
300.961	523.4
301.352	531.6
301.742	542.2
302.133	532.8
302.524	530.2
302.915	532.8
303.307	523.8
303.698	539
304.089	540
304.48	535.4
304.872	537.8
305.263	535.6
305.655	527.8
306.046	538.6
306.438	540
306.829	533
307.221	546.8
307.613	538.6
308.005	543.6
308.397	555.4
308.789	553
309.181	552
309.573	558
309.965	542
310.357	540.4
310.749	545.8
311.142	529
311.534	536
311.926	541.2
312.319	529.6
312.711	531.2
313.104	550.8
313.497	530.8
313.889	565.2
314.282	551.4
314.675	551.8
315.068	539.6
315.461	544.4
315.854	565
316.247	546.8
316.64	537.4
317.033	532.2
317.405	543
317.798	535.2
318.192	537.6
318.585	531.2
318.979	545.8
319.372	529.6
319.766	536.8
320.16	549.4
320.553	550
320.947	549.8
321.341	537.8
321.735	538.4
322.129	533
322.523	554.4
322.917	526.8
323.311	546.8
323.705	532.2
324.099	540
324.494	559.6
324.888	538.2
325.282	538.4
325.677	548.2
326.071	542.2
326.466	556.4
326.861	538.4
327.255	540.6
327.65	554.2
328.045	551.2
328.44	533.6
328.835	530.8
329.23	530.6
329.625	562
330.02	535.8
330.415	548.2
330.81	537.2
331.206	542.2
331.601	541.6
331.996	541
332.37	562
332.766	525.4
333.161	561.4
333.557	526
333.953	535.8
334.348	825.4
334.744	535.6
335.14	529.6
335.536	537
335.932	545.8
336.328	534.4
336.724	543.4
337.12	531.8
337.516	534.8
337.913	537.2
338.309	539.6
338.705	542.8
339.102	541.6
339.498	529.6
339.895	549.2
340.291	538.6
340.688	541.8
341.085	533.2
341.481	530.8
341.878	527
342.275	549
342.672	531.8
343.069	533
343.466	519.8
343.842	541.2
344.239	529.6
344.636	533.8
345.033	530
345.431	523.8
345.828	532
346.225	531.6
346.623	565.4
347.02	535.4
347.418	549.2
347.816	550.4
348.213	535.2
348.611	542
349.009	533
349.407	548.6
349.805	524.6
350.203	526.8
350.601	539.6
350.999	528.2
351.397	585.4
351.795	529.6
352.193	542.6
352.57	532.4
352.969	550.2
353.367	526.4
353.766	528
354.164	540.4
354.563	541
354.961	538
355.36	527
355.759	538.2
356.158	527.6
356.557	526.4
356.956	529.4
357.355	521.4
357.754	538.4
358.153	537
358.552	545.8
358.951	525.2
359.35	545.4
359.75	524
360.149	526.4
360.527	513.8
360.926	526.8
361.326	538.6
361.726	530.6
362.125	523.8
362.525	538
362.925	537.6
363.325	531.4
363.724	541
364.124	526.6
364.524	528.8
364.924	530
365.324	533.6
365.725	515.6
366.125	545.4
366.525	530.2
366.904	523.4
367.304	518.4
367.705	539.8
368.105	537.4
368.506	527.2
368.906	527.8
369.307	537
369.708	532.2
370.108	509.4
370.509	532.6
370.91	524.8
371.311	518.6
371.712	523
372.113	523.4
372.514	520.2
372.894	523.4
373.295	526.2
373.696	532
374.097	536.6
374.499	550.8
374.9	531.2
375.301	520.2
375.703	533.2
376.105	523.2
376.506	534.2
376.908	527.2
377.309	537.4
377.711	524.6
378.113	525.8
378.493	535.2
378.895	522.6
379.297	543.6
379.699	525.2
380.102	529
380.504	528
380.906	518.4
381.308	548.4
381.71	525.6
382.113	538.6
382.515	527
382.918	531.6
383.299	527.2
383.701	534.6
384.104	529.4
384.507	510.6
384.909	527.8
385.312	521.6
385.715	525.2
386.118	523.6
386.521	515.4
386.924	528.2
387.327	522.6
387.709	518.6
388.112	511.6
388.515	526.8
388.918	522.4
389.322	527.4
389.725	520.2
390.129	545.6
390.532	528.2
390.936	525.8
391.339	525.4
391.743	533.2
392.125	526.6
392.529	533.2
392.933	541.6
393.337	528
393.74	532.6
394.144	529.8
394.548	525.2
394.953	525.6
395.357	531.2
395.761	525
396.144	526.6
396.548	526.6
396.952	528.6
397.357	528.4
397.761	525.2
398.166	522.6
398.57	523.2
398.975	518.2
399.379	532
399.763	564.4
400.168	527.2
400.572	522
400.977	524.4
401.382	539.6
401.787	536
402.192	549.8
402.597	535.2
403.002	513.6
403.386	540.4
403.791	535.8
404.197	516.2
404.602	526.2
405.007	521.6
405.413	522
405.818	520.4
406.224	526.2
406.608	520
407.014	518.8
407.42	535.2
407.825	525.6
408.231	533.2
408.637	533
409.043	535.2
409.449	520.2
409.834	528.6
410.24	523.6
410.646	536.6
411.052	528.6
411.458	537
411.865	539
412.271	537.6
412.677	523.2
413.062	526.4
413.469	522.8
413.875	542.4
414.282	540.4
414.689	530
415.095	533.4
415.502	524.6
415.888	527.8
416.294	520.8
416.701	558.6
417.108	518.8
417.515	540
417.923	533
418.33	543.8
418.715	533.2
419.123	532.6
419.53	521.4
419.937	528
420.345	538.4
420.752	528
421.16	539.4
421.546	523.4
421.953	534.2
422.361	512.4
422.769	525.4
423.177	522.4
423.585	545.6
423.992	549.2
424.379	543
424.787	534.6
425.195	544.8
425.603	530.2
426.011	540
426.419	536
426.806	522.4
427.214	533.2
427.623	536.6
428.031	543.6
428.44	530.6
428.848	539
429.235	539
429.644	542.8
430.053	525.8
430.461	541.6
430.87	547.4
431.279	537
431.666	524
432.075	528.4
432.484	530
432.893	529.8
433.302	534.4
433.711	568.4
434.099	531.4
434.508	529
434.918	519.4
435.327	537.6
435.737	525.4
436.125	532
436.534	527.8
436.944	530.4
437.353	526.6
437.763	539.6
438.173	526
438.561	536.6
438.971	518.4
439.381	525
439.791	531
440.201	515.8
440.589	526.8
440.999	533
441.409	528.4
441.819	515.4
442.23	534
442.619	536.6
443.029	527.2
443.439	535.2
443.85	532.2
444.26	536.8
444.649	529.8
445.06	529.8
445.471	521.6
445.881	524
446.292	540.8
446.682	552.2
447.092	522.4
447.503	570
447.914	528
448.325	527
448.715	525.2
449.126	523.6
449.537	525.6
449.948	522.4
450.338	529.2
450.75	539.6
451.161	525.2
451.572	528.6
451.984	516.8
452.374	511.8
452.786	517
453.197	531.4
453.609	528.8
453.999	515.8
454.411	515.4
454.823	528.8
455.235	517.2
455.647	519.2
456.037	526.8
456.449	511
456.862	521.4
457.274	526.8
457.665	515
458.077	529.8
458.489	554.6
458.902	525.6
459.293	525.4
459.705	524.2
460.118	523.2
460.53	530.2
460.921	526.8
461.334	529.6
461.747	521.8
462.16	538.4
462.551	536.8
462.964	534.4
463.377	507.4
463.79	523
464.182	527.4
464.595	512
465.008	523.2
465.421	526.6
465.813	521.6
466.226	527
466.64	517.6
467.053	556.8
467.445	526.2
467.859	532.8
468.272	516.4
468.686	525
469.078	523.8
469.492	505.8
469.906	521.2
470.298	522
470.712	512.2
471.126	544.8
471.54	509.4
471.933	510.6
472.347	515.8
472.761	518.8
473.175	509.8
473.568	518.4
473.982	510
474.397	520.4
474.79	513.2
475.204	525
475.619	516.4
476.033	512.4
476.426	521.8
476.841	514
477.256	537
477.649	512.6
478.064	510.4
478.479	504.2
478.872	511.8
479.287	504.8
479.702	508
480.118	515.4
480.511	517.8
480.927	522
481.342	509
481.736	518.4
482.151	515
482.566	534.4
482.96	514.4
483.376	526.4
483.792	508.2
484.186	521.6
484.602	509.8
485.017	520.4
485.412	512
485.827	521
486.243	517.2
486.638	541.2
487.054	527.8
487.47	528.8
487.865	514.6
488.281	514.2
488.697	518.2
489.092	513.2
