#lambda/nm	C1
208.295	468.2
208.67	437
209.045	397.6
209.419	399.2
209.794	537.4
210.169	526.2
210.544	624
210.919	538.2
211.295	532.2
211.67	538.8
212.045	529.8
212.421	536
212.796	568
213.172	537.2
213.547	533.2
213.923	536.6
214.299	532.6
214.675	545
215.051	540.2
215.427	545.4
215.803	544.8
216.179	549.2
216.555	534.2
216.932	548.8
217.308	541.8
217.684	535.2
218.061	545.6
218.438	541.4
218.814	541.6
219.191	541.8
219.568	528.4
219.945	540
220.322	540.4
220.699	536.2
221.076	549.8
221.453	538.4
221.83	528.8
222.208	534.2
222.585	531.2
222.962	538.2
223.34	540.4
223.717	534.2
224.095	530
224.473	540.6
224.851	532.6
225.229	525
225.607	544.8
225.985	530.6
226.363	542.4
226.741	542.8
227.119	538.2
227.497	550
227.876	526.4
228.254	547.6
228.633	542.2
229.011	540.8
229.39	536
229.769	542.4
230.148	543.2
230.527	554.2
230.905	534.8
231.284	547.6
231.664	537
232.043	546.4
232.422	554.8
232.801	534.4
233.181	545.2
233.56	533.6
233.94	539
234.319	529.6
234.699	531.6
235.079	572.8
235.458	568
235.838	550.4
236.218	528.2
236.598	532
236.978	535.4
237.358	529.2
237.738	529
238.119	541.2
238.499	530.6
238.88	544.4
239.26	549.6
239.641	528.2
240.021	533
240.402	542
240.783	535.6
241.163	537.6
241.544	543.4
241.925	537.2
242.306	553.8
242.687	529.4
243.069	545.8
243.45	551.4
243.831	529
244.212	528.8
244.594	571
244.975	536.8
245.357	535.8
245.739	536.8
246.12	536.2
246.502	553.2
246.884	539.4
247.266	536.2
247.648	546.4
248.03	560
248.412	540
248.794	547.8
249.176	531.2
249.559	543.2
249.941	529.4
250.323	537.2
250.706	537.4
251.089	542.2
251.471	533.8
251.854	541.6
252.237	533.6
252.62	543.2
253.002	535.2
253.385	528.8
253.769	550.4
254.152	545
254.535	544
254.918	532.8
255.301	529
255.685	536.2
256.068	534.8
256.452	560
256.835	544
257.219	544.2
257.603	545.8
257.986	534
258.37	544.2
258.754	530.2
259.138	541.2
259.522	545.6
259.906	538.8
260.29	542.6
260.675	528.8
261.059	537.4
261.443	531.6
261.828	535
262.212	540.2
262.597	534.6
262.981	532
263.366	542.6
263.751	534
264.136	533
264.521	529.4
264.906	529
265.291	543
265.676	531.6
266.061	539
266.446	546
266.831	537.4
267.217	548
267.602	535.8
267.987	540.4
268.373	529.6
268.759	543.2
269.144	539.4
269.53	541.2
269.916	536.4
270.302	539.6
270.688	535
271.074	543.8
271.46	552
271.846	546.8
272.232	541.6
272.618	530.8
273.004	537.6
273.391	548.2
273.777	550
274.164	545.2
274.55	553.4
274.937	541.4
275.324	533.6
275.71	543.4
276.097	541.6
276.484	528
276.871	540.4
277.258	543
277.645	522.6
278.032	538
278.419	529.2
278.807	543
279.194	530
279.581	527.8
279.969	544.6
280.356	540.2
280.744	541.4
281.131	548.6
281.519	550.2
281.907	538
282.295	539.6
282.682	543.4
283.07	536.2
283.458	541.2
283.846	540.4
284.235	542
284.623	539.8
285.011	529.4
285.399	526.4
285.788	529.6
286.176	522
286.565	545.6
286.953	528
287.342	527.4
287.731	528.6
288.119	526.2
288.508	526.6
288.897	532.2
289.286	522
289.675	533.6
290.064	550
290.453	536
290.821	529.8
291.21	554.6
291.599	536.2
291.989	544.2
292.378	544.6
292.768	557.2
293.157	547
293.547	538
293.936	539
294.326	532.2
294.716	543.4
295.106	532.6
295.496	545.8
295.886	543
296.276	543
296.666	532
297.056	528.8
297.446	530.4
297.836	555.6
298.227	530.2
298.617	545.2
299.008	555.2
299.398	538
299.789	537.2
300.179	542.8
300.57	549.4
300.961	534.4
301.352	534.4
301.742	537.2
302.133	542.8
302.524	548.6
302.915	539.6
303.307	535
303.698	552.8
304.089	536.6
304.48	541.6
304.872	545.6
305.263	534
305.655	536.8
306.046	549.4
306.438	546.8
306.829	541.2
307.221	546.4
307.613	539.6
308.005	546.2
308.397	548.8
308.789	558.4
309.181	558.2
309.573	556.6
309.965	549.6
310.357	544.2
310.749	554
311.142	533.6
311.534	534.6
311.926	536.6
312.319	535.6
312.711	528.8
313.104	550
313.497	538.6
313.889	575
314.282	551.4
314.675	565.4
315.068	543
315.461	549.8
315.854	569.2
316.247	544
316.64	545.6
317.033	534.8
317.405	551.4
317.798	536.4
318.192	539.4
318.585	531.4
318.979	552.4
319.372	530.6
319.766	539.8
320.16	549.6
320.553	547.6
320.947	568.6
321.341	530.8
321.735	539.8
322.129	523.4
322.523	564
322.917	533.2
323.311	546.4
323.705	539.2
324.099	545.6
324.494	549.2
324.888	555.4
325.282	538.8
325.677	550
326.071	549.2
326.466	552.4
326.861	545.6
327.255	551.6
327.65	545.4
328.045	557
328.44	548.4
328.835	540.4
329.23	535.6
329.625	562
330.02	535.8
330.415	561.6
330.81	548.2
331.206	549.4
331.601	538.8
331.996	549.6
332.37	559
332.766	526.6
333.161	555.6
333.557	540.8
333.953	531.6
334.348	828.4
334.744	547
335.14	533
335.536	532.2
335.932	539.8
336.328	536.8
336.724	545.8
337.12	535.2
337.516	535.4
337.913	537
338.309	546.4
338.705	540.2
339.102	541.6
339.498	524.6
339.895	554
340.291	537.4
340.688	541.6
341.085	531.6
341.481	538
341.878	538.4
342.275	546.4
342.672	531.4
343.069	527
343.466	525
343.842	538.6
344.239	532.6
344.636	534
345.033	529
345.431	523.4
345.828	535.6
346.225	525.4
346.623	560.8
347.02	541.6
347.418	545.2
347.816	549.6
348.213	538.4
348.611	546.4
349.009	533.2
349.407	541.2
349.805	522.2
350.203	520.2
350.601	554
350.999	539.6
351.397	579.4
351.795	534.8
352.193	545.4
352.57	547
352.969	556.2
353.367	533.6
353.766	532.6
354.164	538.4
354.563	542
354.961	538
355.36	532.8
355.759	532
356.158	527.4
356.557	526.4
356.956	535.6
357.355	522.6
357.754	534
358.153	534.6
358.552	550.6
358.951	534
359.35	542.4
359.75	524.6
360.149	528.8
360.527	517
360.926	523.8
361.326	528.6
361.726	531.8
362.125	526
362.525	535
362.925	526.2
363.325	531.6
363.724	532.6
364.124	528.2
364.524	522.4
364.924	522
365.324	538
365.725	516.2
366.125	528.6
366.525	522.6
366.904	526
367.304	514.8
367.705	544.8
368.105	536.4
368.506	531.2
368.906	526.4
369.307	533.6
369.708	539.6
370.108	514.6
370.509	533.2
370.91	528.8
371.311	540.4
371.712	528.2
372.113	521.8
372.514	527
372.894	528.8
373.295	531.2
373.696	547.8
374.097	536.4
374.499	558.8
374.9	540.6
375.301	528.4
375.703	533.6
376.105	522.6
376.506	535.8
376.908	534.6
377.309	534
377.711	536.8
378.113	526.4
378.493	534.2
378.895	525.6
379.297	535.4
379.699	523
380.102	533.8
380.504	530.2
380.906	521.8
381.308	546.4
381.71	523.6
382.113	538.2
382.515	524.2
382.918	530.2
383.299	522
383.701	528.2
384.104	523.8
384.507	509
384.909	521
385.312	520.2
385.715	523
386.118	528
386.521	517.6
386.924	539
387.327	524.8
387.709	518.6
388.112	511.2
388.515	520.4
388.918	530
389.322	526
389.725	523.2
390.129	542.6
390.532	538
390.936	525.6
391.339	527.2
391.743	533.6
392.125	533.6
392.529	539.8
392.933	542.4
393.337	527.4
393.74	522.4
394.144	528.4
394.548	525
394.953	531
395.357	534.4
395.761	524.6
396.144	532.8
396.548	531.2
396.952	527.4
397.357	531.4
397.761	529
398.166	516.6
398.57	526.2
398.975	524.4
399.379	532.2
399.763	562.6
