#lambda/nm	C1
208.295	465.6
208.67	432.2
209.045	394.8
209.419	396.8
209.794	541.8
210.169	521
210.544	632.4
210.919	538.2
211.295	525.4
211.67	544
212.045	535.2
212.421	536.6
212.796	560.6
213.172	541.4
213.547	542.8
213.923	532
214.299	530.4
214.675	544.2
215.051	543.6
215.427	545
215.803	545.2
216.179	545
216.555	530.8
216.932	544
217.308	540.2
217.684	538.4
218.061	543
218.438	538.8
218.814	540.4
219.191	541.8
219.568	530
219.945	535.6
220.322	547.4
220.699	538.2
221.076	544
221.453	540.8
221.83	523.6
222.208	534.8
222.585	532.2
222.962	539.4
223.34	536.2
223.717	539.8
224.095	532.6
224.473	537.8
224.851	529.6
225.229	525.6
225.607	537.6
225.985	527.8
226.363	534
226.741	539
227.119	532
227.497	555
227.876	526
228.254	540
228.633	539.2
229.011	535.4
229.39	539.6
229.769	540.8
230.148	539.2
230.527	556
230.905	544.4
231.284	541.4
231.664	534.4
232.043	538.8
232.422	542
232.801	531
233.181	541
233.56	530.4
233.94	536.6
234.319	533
234.699	531
235.079	565.8
235.458	569.6
235.838	548.6
236.218	534.2
236.598	527.8
236.978	536
237.358	529.8
237.738	529.6
238.119	535.8
238.499	524
238.88	536.2
239.26	548.2
239.641	518.2
240.021	531.6
240.402	526.6
240.783	536.4
241.163	524.6
241.544	533.4
241.925	526.2
242.306	551.6
242.687	536.4
243.069	537.8
243.45	542.6
243.831	533.4
244.212	526.6
244.594	569.2
244.975	541.2
245.357	537.6
245.739	531.2
246.12	534.4
246.502	551.6
246.884	537.2
247.266	530.8
247.648	539.4
248.03	554.8
248.412	539.8
248.794	541
249.176	535.4
249.559	545
249.941	535.2
250.323	525.8
250.706	531.8
251.089	538
251.471	542.2
251.854	531.6
252.237	537.6
252.62	546.2
253.002	538
253.385	533
253.769	550
254.152	535.4
254.535	542.2
254.918	531.4
255.301	527.6
255.685	532.4
256.068	533.6
256.452	552.6
256.835	548
257.219	544
257.603	551
257.986	531.2
258.37	542.6
258.754	527.4
259.138	534.6
259.522	546.2
259.906	532.4
260.29	538
260.675	532.2
261.059	541
261.443	527.8
261.828	538.4
262.212	538.6
262.597	532.4
262.981	530
263.366	546.2
263.751	538.6
264.136	532.8
264.521	534.6
264.906	525.6
265.291	546.2
265.676	536.8
266.061	542
266.446	556.6
266.831	537
267.217	553.8
267.602	542.2
267.987	543.6
268.373	537.4
268.759	546
269.144	537
269.53	537
269.916	540.2
270.302	532.4
270.688	536.4
271.074	539.8
271.46	550.6
271.846	561.4
272.232	537
272.618	538
273.004	535.2
273.391	548
273.777	543
274.164	538.4
274.55	543
274.937	538
275.324	532.8
275.71	542.6
276.097	548.4
276.484	532.8
276.871	537.4
277.258	540.8
277.645	532.6
278.032	535.8
278.419	534.2
278.807	543
279.194	533.6
279.581	527.6
279.969	543
280.356	543.8
280.744	538.6
281.131	551
281.519	546.8
281.907	535.6
282.295	528.2
282.682	541.8
283.07	548.4
283.458	544.2
283.846	552.4
284.235	539.8
284.623	540
285.011	530.8
285.399	534.6
285.788	536.8
286.176	534.4
286.565	549.4
286.953	532.6
287.342	535.6
287.731	536.4
288.119	528.6
288.508	535
288.897	534.8
289.286	521.6
289.675	532.4
290.064	538.2
290.453	533
290.821	533.2
291.21	551
291.599	519.2
291.989	533.8
292.378	539.2
292.768	547
293.157	542
293.547	539.4
293.936	528.4
294.326	528.4
294.716	533.6
295.106	531.2
295.496	544
295.886	548.6
296.276	534.6
296.666	530.2
297.056	541.6
297.446	527.8
297.836	540
298.227	537.4
298.617	532.4
299.008	541.4
299.398	529.2
299.789	529
300.179	541.2
300.57	548.8
300.961	529.8
301.352	526.4
301.742	541.8
302.133	538
302.524	531.6
302.915	538.4
303.307	532.2
303.698	548
304.089	543
304.48	539.6
304.872	543
305.263	535
305.655	531
306.046	541.4
306.438	542.6
306.829	532
307.221	550.6
307.613	542
308.005	543.8
308.397	540.6
308.789	549.2
309.181	550
309.573	557
309.965	544.4
310.357	533.2
310.749	548.6
311.142	530
311.534	534
311.926	539
312.319	532.8
312.711	538.4
313.104	548.2
313.497	533.8
313.889	566.2
314.282	549.8
314.675	552
315.068	545.4
315.461	544
315.854	565.8
316.247	543.4
316.64	536.2
